q q_max q_time hits q_time/hits k 
1 31 62.768340 1 62.768340 639999937
2 31 145.007789 2 72.503895 1280152321
3 31 226.141607 3 75.380536 1920403777
4 31 368.922750 5 73.784550 3200968961
5 31 429.268666 6 71.544778 3842154753
6 31 620.389974 8 77.548747 5123691393
7 31 668.886635 9 74.320737 5769591553
8 31 838.198857 11 76.199896 7043471681
9 31 1014.607076 13 78.046698 8328426561
10 31 1113.614898 14 79.543921 8967220033
11 31 1319.688229 16 82.480514 10254381505
12 31 1476.494838 18 82.027491 11526909825
13 31 1583.596017 19 83.347159 12171933377
14 31 1759.120410 21 83.767639 13450686209
15 31 1921.374293 23 83.538013 14738352833
16 31 2106.989335 25 84.279573 16040941953
17 31 2396.990100 26 92.191927 16656023425
18 31 2509.108450 28 89.611016 17939931329
19 31 2645.813875 30 88.193796 19241644225
20 31 2982.851273 32 93.214102 20517563649
21 31 3237.037671 34 95.206990 21798900417
22 31 3253.698030 36 90.380501 23062282689
23 31 3406.014620 38 89.631964 24358646785
24 31 3619.130558 40 90.478264 25623937985
25 31 3828.322329 42 91.150532 26931297409
26 31 4024.091423 44 91.456623 28188014977
27 31 4252.723764 46 92.450517 29482719937
28 31 4559.943975 48 94.998833 30796995265
29 31 4760.560872 50 95.211217 32148551041
30 31 4902.535687 52 94.279532 33370461057
31 31 5070.413584 53 95.668181 34021330049
71104.3
