q q_max q_time hits q_time/hits k 
1 31 63.529786 1 63.529786 639999937
2 31 129.399686 2 64.699843 1280175489
3 31 200.719091 3 66.906364 1920768449
4 31 348.238458 5 69.647692 3203361217
5 31 426.764811 6 71.127469 3842483393
6 31 576.156480 8 72.019560 5124195265
7 31 658.505899 9 73.167322 5765013697
8 31 821.383140 11 74.671195 7049939393
9 31 992.740593 13 76.364661 8326468993
10 31 1088.897054 14 77.778361 8968887361
11 31 1259.191548 16 78.699472 10248293185
12 31 1434.003936 18 79.666885 11537549697
13 31 1530.155045 19 80.534476 12166540161
14 31 1710.920442 21 81.472402 13456459713
15 31 1887.642088 23 82.071395 14747880257
16 31 2067.575327 25 82.703013 16012392833
17 31 2211.785595 26 85.068677 16655306625
18 31 2393.086636 28 85.467380 17940372033
19 31 2614.033666 30 87.134456 19220920577
20 31 2781.509268 32 86.922165 20606145537
21 31 2963.316633 34 87.156372 21793697281
22 31 3188.463857 36 88.568440 23083526721
23 31 3465.689521 38 91.202356 24363504129
24 31 3537.952259 40 88.448806 25664634433
25 31 3760.135807 42 89.527043 26897569281
26 31 3984.944975 44 90.566931 28186403137
27 31 4308.583764 46 93.664864 29491819393
28 31 4406.245052 48 91.796772 30756580865
29 31 4713.117057 50 94.262341 32115675969
30 31 4915.719715 52 94.533071 33539075009
31 31 4893.221263 53 92.324929 33954678593
69333.6
