q q_max q_time hits q_time/hits k 
1 31 67.182794 1 67.182794 639999937
2 31 141.389531 2 70.694766 1280258049
3 31 213.570308 3 71.190103 1920368193
4 31 367.537451 5 73.507490 3201384257
5 31 452.706257 6 75.451043 3840941313
6 31 613.839002 8 76.729875 5123650945
7 31 704.846806 9 78.316312 5763822657
8 31 874.430310 11 79.493665 7047717377
9 31 1060.708043 13 81.592926 8325912705
10 31 1158.673469 14 82.762391 8968158721
11 31 1344.267595 16 84.016725 10246922433
12 31 1534.493287 18 85.249627 11554146049
13 31 1633.692798 19 85.983831 12165579009
14 31 1823.170461 21 86.817641 13450447489
15 31 2013.617800 23 87.548600 14728519681
16 31 2213.540081 25 88.541603 16105834881
17 31 2340.645657 26 90.024833 16651270721
18 31 2545.558225 28 90.912794 17939064449
19 31 2742.742430 30 91.424748 19212142017
20 31 2947.789462 32 92.118421 20496173633
21 31 3153.563255 34 92.751860 21780603521
22 31 3369.378944 36 93.593860 23092672321
23 31 3569.797551 38 93.942041 24420328449
24 31 3735.663600 40 93.391590 25622410369
25 31 4129.742478 42 98.327202 27027142529
26 31 4331.644457 44 98.446465 28194823233
27 31 4479.389869 46 97.378041 29482868097
28 31 4787.736247 48 99.744505 30756840001
29 31 5088.317292 50 101.766346 32035504129
30 31 5389.098002 52 103.636500 33405864193
31 31 5317.971537 53 100.339086 33980785601
74146.7
