q q_max q_time hits q_time/hits k 
1 31 68.663764 1 68.663764 639999937
2 31 140.694123 2 70.347061 1280571073
3 31 213.327832 3 71.109277 1920189505
4 31 368.770127 5 73.754025 3201562049
5 31 456.845897 6 76.140983 3840990209
6 31 617.392634 8 77.174079 5123719169
7 31 710.974327 9 78.997147 5764820673
8 31 879.716439 11 79.974222 7044831745
9 31 1066.074599 13 82.005738 8328135297
10 31 1164.761699 14 83.197264 8979852417
11 31 1347.741615 16 84.233851 10246843585
12 31 1538.399223 18 85.466623 11530060801
13 31 1637.131052 19 86.164792 12177718145
14 31 1827.686567 21 87.032694 13450194625
15 31 2028.663515 23 88.202762 14732863105
16 31 2217.590936 25 88.703637 16018288193
17 31 2347.713741 26 90.296682 16651894977
18 31 2556.435336 28 91.301262 17936149825
19 31 2753.236961 30 91.774565 19218067713
20 31 2968.925057 32 92.778908 20493513601
21 31 3170.221096 34 93.241797 21838196353
22 31 3381.503377 36 93.930649 23061734849
23 31 3562.464470 38 93.749065 24335639169
24 31 3737.801373 40 93.445034 25635235777
25 31 4164.349002 42 99.151167 26979668097
26 31 4407.787775 44 100.176995 28245654977
27 31 4449.180599 46 96.721317 29469030081
28 31 4815.748154 48 100.328087 30791562945
29 31 4939.051622 50 98.781032 32028715713
30 31 5203.721636 52 100.071570 33323076097
31 31 5306.722547 53 100.126841 33994602497
74049.3
