q q_max q_time hits q_time/hits k 
1 31 68.416235 1 68.416235 639999937
2 31 143.427877 2 71.713938 1280006465
3 31 218.171253 3 72.723751 1920434561
4 31 373.090675 5 74.618135 3203156033
5 31 462.584991 6 77.097499 3841737153
6 31 624.591797 8 78.073975 5124027905
7 31 717.946822 9 79.771869 5762701889
8 31 891.260794 11 81.023709 7043683713
9 31 1072.163945 13 82.474150 8331767489
10 31 1168.434364 14 83.459597 8964713793
11 31 1361.137111 16 85.071069 10274314817
12 31 1550.426669 18 86.134815 11564519425
13 31 1654.537067 19 87.080898 12168858433
14 31 1849.664995 21 88.079285 13449690689
15 31 2040.880221 23 88.733923 14735727937
16 31 2232.323529 25 89.292941 16035086913
17 31 2363.158402 26 90.890708 16653837185
18 31 2573.837953 28 91.922784 17936778945
19 31 2774.163480 30 92.472116 19221631617
20 31 2982.398167 32 93.199943 20501977537
21 31 3180.819574 34 93.553517 21779046209
22 31 3407.233247 36 94.645368 23069905793
23 31 3632.155526 38 95.583040 24350365441
24 31 3811.728318 40 95.293208 25638146625
25 31 4058.309744 42 96.626422 26919125505
26 31 4433.253194 44 100.755754 28235304513
27 31 4502.380064 46 97.877827 29484557121
28 31 4748.881799 48 98.935037 30751357121
29 31 4901.113357 50 98.022267 32050090817
30 31 5226.589382 52 100.511334 33345193025
31 31 4861.251192 53 91.721721 33998996545
73886.3
