q q_max q_time hits q_time/hits k 
1 31 64.029752 1 64.029752 639999937
2 31 134.031808 2 67.015904 1280062657
3 31 202.015785 3 67.338595 1920735745
4 31 345.143862 5 69.028772 3202286465
5 31 426.727995 6 71.121332 3843652737
6 31 578.709890 8 72.338736 5124822209
7 31 662.421117 9 73.602346 5763789313
8 31 824.519815 11 74.956347 7052984833
9 31 1012.139256 13 77.856866 8340060865
10 31 1126.323302 14 80.451664 8970409601
11 31 1303.589661 16 81.474354 10264092417
12 31 1515.876817 18 84.215379 11538148609
13 31 1571.302197 19 82.700116 12168560897
14 31 1767.948778 21 84.188037 13455214913
15 31 1910.820409 23 83.079148 14756222977
16 31 2099.057516 25 83.962301 16012980289
17 31 2231.592199 26 85.830469 16659137217
18 31 2460.288949 28 87.867462 17929328769
19 31 2656.105884 30 88.536863 19213860545
20 31 2837.505379 32 88.672043 20501034817
21 31 2992.435544 34 88.012810 21787803969
22 31 3173.391196 36 88.149755 23142477057
23 31 3360.809619 38 88.442358 24371778945
24 31 3646.805763 40 91.170144 25633373505
25 31 4081.153011 42 97.170310 26958437313
26 31 4251.916440 44 96.634465 28183142017
27 31 4557.755701 46 99.081646 29495107329
28 31 4681.308317 48 97.527257 30741560321
29 31 4998.938062 50 99.978761 32052997889
30 31 5090.683036 52 97.897751 33316150657
31 31 5271.790030 53 99.467736 34009514241
71837.1
