q q_max q_time hits q_time/hits k 
1 31 62.924212 1 62.924212 639999937
2 31 133.934251 2 66.967125 1280419777
3 31 201.651547 3 67.217182 1920283137
4 31 350.156612 5 70.031322 3201431425
5 31 432.432695 6 72.072116 3842090369
6 31 587.249868 8 73.406233 5123188161
7 31 670.304195 9 74.478244 5764647425
8 31 839.470462 11 76.315497 7044775297
9 31 1028.236223 13 79.095094 8327704129
10 31 1102.925439 14 78.780388 8962840961
11 31 1287.945160 16 80.496572 10259387713
12 31 1462.761615 18 81.264534 11532754945
13 31 1568.310105 19 82.542637 12172626113
14 31 1722.770753 21 82.036703 13456749185
15 31 1906.638616 23 82.897331 14728277825
16 31 2082.312183 25 83.292487 16019506945
17 31 2227.761295 26 85.683127 16657468289
18 31 2454.302873 28 87.653674 17932387969
19 31 2635.967734 30 87.865591 19256664257
20 31 2811.681338 32 87.865042 20537475777
21 31 3013.903540 34 88.644222 21994888897
22 31 3216.817035 36 89.356029 23159793281
23 31 3424.374955 38 90.115130 24360222017
24 31 3638.616950 40 90.965424 25631125249
25 31 3742.727996 42 89.112571 26913781185
26 31 4069.075145 44 92.478981 28253231489
27 31 4279.377974 46 93.029956 29468288513
28 31 4492.871558 48 93.601491 30799696193
29 31 4651.750473 50 93.035009 32051665281
30 31 4891.424922 52 94.065864 33359920257
31 31 4951.437054 53 93.423341 34063708929
69942.1
