q q_max q_time hits q_time/hits k 
1 31 66.653257 1 66.653257 639999937
2 31 138.429510 2 69.214755 1280083521
3 31 213.291182 3 71.097061 1920042625
4 31 367.760227 5 73.552045 3200401729
5 31 457.433242 6 76.238874 3840712193
6 31 616.432890 8 77.054111 5124097665
7 31 703.611945 9 78.179105 5763281089
8 31 876.196172 11 79.654197 7057198401
9 31 1059.348027 13 81.488310 8340904001
10 31 1157.127037 14 82.651931 8969405569
11 31 1346.340701 16 84.146294 10282050625
12 31 1531.206080 18 85.067004 11532068929
13 31 1629.788614 19 85.778348 12176628417
14 31 1823.225522 21 86.820263 13452918657
15 31 2015.883649 23 87.647115 14736159809
16 31 2209.532686 25 88.381307 16028529921
17 31 2359.659462 26 90.756133 16660585729
18 31 2547.475234 28 90.981258 17941742145
19 31 2744.081899 30 91.469397 19230211969
20 31 2937.575078 32 91.799221 20515411905
21 31 3157.131894 34 92.856820 21819958337
22 31 3358.038451 36 93.278846 23095082305
23 31 3568.934927 38 93.919340 24382824321
24 31 3752.014855 40 93.800371 25619992897
25 31 3966.525180 42 94.441076 26927558209
26 31 4304.072049 44 97.819819 28215873985
27 31 4426.513124 46 96.228546 29475932097
28 31 4743.493579 48 98.822783 30865131329
29 31 4948.875717 50 98.977514 32122712961
30 31 5083.387824 52 97.757458 33334528193
31 31 5242.343208 53 98.912136 33955802113
73352.4
