q q_max q_time hits q_time/hits k 
1 31 68.109416 1 68.109416 639999937
2 31 138.429369 2 69.214684 1280393473
3 31 216.727827 3 72.242609 1920637249
4 31 371.901633 5 74.380327 3202743041
5 31 456.895605 6 76.149267 3841054465
6 31 627.692142 8 78.461518 5123916801
7 31 712.865791 9 79.207310 5761651457
8 31 888.551082 11 80.777371 7045366977
9 31 1073.047031 13 82.542079 8326684481
10 31 1168.483100 14 83.463079 8967281345
11 31 1357.185849 16 84.824116 10250784001
12 31 1547.434782 18 85.968599 11529101697
13 31 1650.960628 19 86.892665 12166215681
14 31 1849.572416 21 88.074877 13458513601
15 31 2040.521151 23 88.718311 14755451201
16 31 2237.793344 25 89.511734 16068156609
17 31 2365.052129 26 90.963543 16655534849
18 31 2590.904066 28 92.532288 17948623489
19 31 2799.097909 30 93.303264 19216350145
20 31 2998.733635 32 93.710426 20508285377
21 31 3231.477923 34 95.043468 21951597697
22 31 3427.584001 36 95.210667 23108711873
23 31 3652.270290 38 96.112376 24338220993
24 31 3814.510054 40 95.362751 25768122497
25 31 4110.105662 42 97.859659 26908058625
26 31 4363.050979 44 99.160250 28198909697
27 31 4486.918369 46 97.541704 29476843649
28 31 4852.134020 48 101.086125 30773082305
29 31 5079.166529 50 101.583331 32083778241
30 31 5146.630461 52 98.973663 33324277953
31 31 5383.083470 53 101.567613 33952196417
74706.9
