q q_max q_time hits q_time/hits k 
1 31 63.715501 1 63.715501 639999937
2 31 132.865515 2 66.432757 1280454017
3 31 204.781476 3 68.260492 1920907649
4 31 391.054325 5 78.210865 3201224449
5 31 460.367678 6 76.727946 3841231617
6 31 590.909307 8 73.863663 5125888001
7 31 722.977505 9 80.330834 5764935681
8 31 844.547290 11 76.777026 7049379073
9 31 1034.994547 13 79.614965 8329294145
10 31 1133.486405 14 80.963315 8968703489
11 31 1337.680443 16 83.605028 10252256065
12 31 1500.538316 18 83.363240 11528914881
13 31 1607.706372 19 84.616125 12168003585
14 31 1797.654355 21 85.602588 13451595393
15 31 1953.413356 23 84.931015 14733356737
16 31 2142.276156 25 85.691046 16010533889
17 31 2423.301528 26 93.203905 16660626689
18 31 2554.719094 28 91.239968 17929898945
19 31 2701.041492 30 90.034716 19240404225
20 31 3057.867905 32 95.558372 20497336577
21 31 3284.763656 34 96.610696 21792730689
22 31 3305.201805 36 91.811161 23055574465
23 31 3493.485078 38 91.933818 24352981697
24 31 3721.111576 40 93.027789 25620766977
25 31 3940.779745 42 93.828089 26926918081
26 31 4104.168398 44 93.276554 28187910209
27 31 4415.586399 46 95.991009 29501011457
28 31 4621.877709 48 96.289119 30756402817
29 31 4752.252984 50 95.045060 32043193921
30 31 4962.611470 52 95.434836 33315937281
31 31 5014.397940 53 94.611282 33990651073
72272.1
