q q_max q_time hits q_time/hits k 
1 31 67.359389 1 67.359389 639999937
2 31 142.388195 2 71.194097 1280142593
3 31 213.029875 3 71.009958 1920380225
4 31 367.409247 5 73.481849 3201657409
5 31 451.182654 6 75.197109 3841969601
6 31 612.443325 8 76.555416 5130756417
7 31 702.332547 9 78.036950 5761411905
8 31 875.392688 11 79.581153 7047759425
9 31 1060.543762 13 81.580289 8346071809
10 31 1158.165121 14 82.726080 8964474433
11 31 1345.978272 16 84.123642 10262911809
12 31 1531.645945 18 85.091441 11537519041
13 31 1634.078573 19 86.004135 12172219393
14 31 1826.466396 21 86.974590 13449331777
15 31 2017.382292 23 87.712274 14750658689
16 31 2207.665792 25 88.306632 16019267841
17 31 2332.550214 26 89.713470 16659693057
18 31 2550.785011 28 91.099465 17944441153
19 31 2743.695212 30 91.456507 19241589697
20 31 2940.601779 32 91.893806 20530056833
21 31 3163.128231 34 93.033183 21903631297
22 31 3352.352615 36 93.120906 23165432897
23 31 3564.400195 38 93.800005 24355113665
24 31 3723.976974 40 93.099424 25651709889
25 31 4006.573759 42 95.394613 26921132545
26 31 4218.576995 44 95.876750 28195003009
27 31 4419.843891 46 96.083563 29469756737
28 31 4626.661239 48 96.388776 30760918145
29 31 4855.404630 50 97.108093 32031132545
30 31 5114.380743 52 98.353476 33345556353
31 31 5112.785141 53 96.467644 33959815489
72939.2
