q q_max q_time hits q_time/hits k 
1 31 61.801660 1 61.801660 639999937
2 31 134.184644 2 67.092322 1280260545
3 31 200.084961 3 66.694987 1920765185
4 31 348.242337 5 69.648467 3202051009
5 31 473.372752 6 78.895459 3841051969
6 31 591.626662 8 73.953333 5124908929
7 31 694.142139 9 77.126904 5764460737
8 31 840.898377 11 76.445307 7046726529
9 31 1018.356645 13 78.335127 8327389057
10 31 1108.951801 14 79.210843 8967485825
11 31 1304.411474 16 81.525717 10245384193
12 31 1498.081930 18 83.226774 11573693953
13 31 1573.553198 19 82.818589 12189846145
14 31 1771.281192 21 84.346723 13456759617
15 31 1917.214091 23 83.357134 14737242689
16 31 2109.087767 25 84.363511 16065557057
17 31 2338.174600 26 89.929792 16683723521
18 31 2567.459630 28 91.694987 17934202497
19 31 2642.708611 30 88.090287 19238999233
20 31 2969.962811 32 92.811338 20498013185
21 31 3266.810030 34 96.082648 21778061889
22 31 3251.973410 36 90.332595 23068978177
23 31 3421.415469 38 90.037249 24398610753
24 31 3611.765600 40 90.294140 25654125121
25 31 3851.740446 42 91.708106 26925395905
26 31 4163.740012 44 94.630455 28291129473
27 31 4265.410629 46 92.726318 29473607873
28 31 4550.243326 48 94.796736 30757256321
29 31 4737.030332 50 94.740607 32104760449
30 31 4843.268712 52 93.139783 33310054081
31 31 5094.049580 53 96.114143 34019143937
71221
