q q_max q_time hits q_time/hits k 
1 31 67.647743 1 67.647743 639999937
2 31 142.140001 2 71.070000 1280343233
3 31 214.330138 3 71.443379 1920240577
4 31 369.409424 5 73.881885 3201049985
5 31 454.716424 6 75.786071 3842334785
6 31 621.489318 8 77.686165 5122975489
7 31 705.469056 9 78.385451 5762840577
8 31 877.961759 11 79.814705 7049345217
9 31 1059.692755 13 81.514827 8327539137
10 31 1157.412276 14 82.672305 8968897217
11 31 1344.504225 16 84.031514 10251329985
12 31 1536.434531 18 85.357474 11561904129
13 31 1636.670239 19 86.140539 12169305153
14 31 1825.430643 21 86.925269 13459820545
15 31 2022.970456 23 87.955237 14766011585
16 31 2208.194663 25 88.327787 16026383809
17 31 2350.178855 26 90.391494 16695999873
18 31 2550.706956 28 91.096677 17935942401
19 31 2748.426693 30 91.614223 19263527425
20 31 2952.300422 32 92.259388 20512731649
21 31 3165.749776 34 93.110288 21816753665
22 31 3356.067636 36 93.224101 23059041281
23 31 3564.079227 38 93.791559 24439787201
24 31 3753.728472 40 93.843212 25757221377
25 31 3987.864020 42 94.949143 26923138561
26 31 4204.505889 44 95.556952 28183322497
27 31 4451.734022 46 96.776827 29483382081
28 31 4687.841140 48 97.663357 30771335169
29 31 4851.026953 50 97.020539 32034754497
30 31 5169.992782 52 99.422938 33329201473
31 31 5185.523107 53 97.840059 33960224129
73224.2
