q q_max q_time hits q_time/hits k 
1 31 60.949231 1 60.949231 639999937
2 31 131.083704 2 65.541852 1280040001
3 31 202.007630 3 67.335877 1920919169
4 31 348.173984 5 69.634797 3201324225
5 31 431.047648 6 71.841275 3840671297
6 31 580.134385 8 72.516798 5122900801
7 31 667.464389 9 74.162710 5762908801
8 31 837.508095 11 76.137100 7047867393
9 31 1023.669034 13 78.743772 8333795457
10 31 1102.792197 14 78.770871 8972166849
11 31 1283.620564 16 80.226285 10252202753
12 31 1464.716121 18 81.373118 11538961473
13 31 1573.279528 19 82.804186 12170996033
14 31 1726.667892 21 82.222281 13449974465
15 31 1910.082097 23 83.047048 14729750657
16 31 2082.125118 25 83.285005 16024150465
17 31 2220.209216 26 85.392662 16652542529
18 31 2455.925034 28 87.711608 17939786625
19 31 2644.178896 30 88.139297 19217424513
20 31 2810.595013 32 87.831094 20548269121
21 31 2998.118427 34 88.179954 21847666817
22 31 3197.533605 36 88.820378 23059324801
23 31 3396.257283 38 89.375192 24346242689
24 31 3658.803725 40 91.470093 25645398913
25 31 3797.351689 42 90.413135 26907477057
26 31 3952.285293 44 89.824666 28202483521
27 31 4281.681499 46 93.080033 29481185217
28 31 4576.911558 48 95.352324 30789363905
29 31 4681.706792 50 93.634136 32079810433
30 31 4880.275546 52 93.851453 33359291713
31 31 4820.119867 53 90.945658 33954594049
69797.3
