q q_max q_time hits q_time/hits k 
1 31 68.103704 1 68.103704 639999937
2 31 140.434527 2 70.217264 1280082177
3 31 217.030209 3 72.343403 1920408577
4 31 376.825793 5 75.365159 3202278017
5 31 461.388007 6 76.898001 3842760513
6 31 626.752805 8 78.344101 5123060865
7 31 714.336630 9 79.370737 5763831745
8 31 888.407872 11 80.764352 7047470081
9 31 1068.896296 13 82.222792 8332207489
10 31 1171.605596 14 83.686114 8964404417
11 31 1353.576161 16 84.598510 10254137793
12 31 1544.229236 18 85.790513 11533068545
13 31 1650.116514 19 86.848238 12170455233
14 31 1838.062616 21 87.526791 13450876737
15 31 2033.757632 23 88.424245 14783306113
16 31 2225.296729 25 89.011869 16018848577
17 31 2374.113418 26 91.312055 16691854657
18 31 2567.062149 28 91.680791 17937724097
19 31 2770.340651 30 92.344688 19220451329
20 31 2983.137489 32 93.223047 20631028993
21 31 3184.047640 34 93.648460 21842761409
22 31 3383.705117 36 93.991809 23071832449
23 31 3622.771621 38 95.336095 24342666561
24 31 3764.797301 40 94.119933 25627355393
25 31 4115.351675 42 97.984564 26937314817
26 31 4391.124696 44 99.798289 28269429057
27 31 4543.872419 46 98.779835 29459016449
28 31 4774.315410 48 99.464904 30797482881
29 31 4968.272227 50 99.365445 32038905025
30 31 5195.181606 52 99.907339 33349858241
31 31 4936.864163 53 93.148380 33968431745
73953.8
