q q_max q_time hits q_time/hits k 
1 31 68.416179 1 68.416179 639999937
2 31 140.636476 2 70.318238 1280260289
3 31 214.545690 3 71.515230 1921444417
4 31 369.617558 5 73.923512 3201479105
5 31 460.623931 6 76.770655 3842402433
6 31 617.647837 8 77.205980 5123629377
7 31 709.578623 9 78.842069 5763985985
8 31 878.928834 11 79.902621 7044165825
9 31 1059.771956 13 81.520920 8328607297
10 31 1167.625027 14 83.401788 8967713921
11 31 1349.093218 16 84.318326 10246212353
12 31 1534.180544 18 85.232252 11530612417
13 31 1637.713586 19 86.195452 12182960961
14 31 1832.735005 21 87.273095 13452564545
15 31 2031.573396 23 88.329278 14822765825
16 31 2214.390414 25 88.575617 16036319873
17 31 2352.847180 26 90.494122 16654686785
18 31 2557.445798 28 91.337350 17930515265
19 31 2760.457965 30 92.015265 19211752449
20 31 2970.906511 32 92.840828 20558748033
21 31 3182.709004 34 93.609088 21798982785
22 31 3381.800036 36 93.938890 23090646721
23 31 3588.014333 38 94.421430 24467482177
24 31 3763.685930 40 94.092148 25623671553
25 31 4168.294677 42 99.245111 26907390913
26 31 4375.975328 44 99.453985 28274581505
27 31 4498.043317 46 97.783550 29478135425
28 31 4790.381452 48 99.799614 30799199233
29 31 5024.467588 50 100.489352 32125474561
30 31 5126.729469 52 98.590951 33302941057
31 31 5182.828881 53 97.789224 33991818881
74011.7
