q q_max q_time hits q_time/hits k 
1 31 67.204202 1 67.204202 639999937
2 31 139.504356 2 69.752178 1280053889
3 31 213.665039 3 71.221680 1920236417
4 31 367.962747 5 73.592549 3202656769
5 31 454.917090 6 75.819515 3840956097
6 31 613.156643 8 76.644580 5123812289
7 31 705.917481 9 78.435276 5762580097
8 31 873.620151 11 79.420014 7050641601
9 31 1058.228222 13 81.402171 8354097601
10 31 1159.091656 14 82.792261 8968726145
11 31 1343.163253 16 83.947703 10246301825
12 31 1535.111871 18 85.283993 11530705473
13 31 1632.758973 19 85.934683 12167021377
14 31 1820.633552 21 86.696836 13447295425
15 31 2020.562568 23 87.850546 14728797249
16 31 2204.839707 25 88.193588 16019687105
17 31 2341.686572 26 90.064868 16649626113
18 31 2544.924524 28 90.890162 17940249089
19 31 2749.655186 30 91.655173 19234480193
20 31 2953.230671 32 92.288458 20527660609
21 31 3163.628554 34 93.047899 21784927553
22 31 3363.091060 36 93.419196 23082243969
23 31 3572.901464 38 94.023723 24371733569
24 31 3725.446021 40 93.136151 25700802305
25 31 4012.608044 42 95.538287 26989038465
26 31 4269.223746 44 97.027812 28220591617
27 31 4607.783707 46 100.169211 29471795329
28 31 4936.373450 48 102.841114 30775381249
29 31 5165.267150 50 103.305343 32075906433
30 31 5289.552210 52 101.722158 33328100225
31 31 5350.798697 53 100.958466 33970083137
74256.5
