q q_max q_time hits q_time/hits k 
1 31 67.065972 1 67.065972 639999937
2 31 137.268680 2 68.634340 1280351617
3 31 212.555381 3 70.851794 1920730689
4 31 369.272111 5 73.854422 3201123201
5 31 452.101922 6 75.350320 3841778049
6 31 612.562584 8 76.570323 5121263105
7 31 704.365285 9 78.262809 5763683201
8 31 873.855656 11 79.441423 7044392705
9 31 1057.898641 13 81.376819 8330913473
10 31 1155.959400 14 82.568529 8965548865
11 31 1343.514223 16 83.969639 10246792961
12 31 1529.025553 18 84.945864 11529864065
13 31 1631.869013 19 85.887843 12171318145
14 31 1822.360584 21 86.779075 13452867841
15 31 2018.936787 23 87.779860 14737671553
16 31 2211.512221 25 88.460489 16021380417
17 31 2337.140502 26 89.890019 16653376193
18 31 2546.548292 28 90.948153 17937625025
19 31 2751.579353 30 91.719312 19313472129
20 31 2946.057818 32 92.064307 20552360961
21 31 3169.602432 34 93.223601 21785314817
22 31 3376.881401 36 93.802261 23082392513
23 31 3562.183481 38 93.741671 24355060225
24 31 3733.830230 40 93.345756 25703165185
25 31 4056.113867 42 96.574140 26976025025
26 31 4314.548885 44 98.057929 28223936321
27 31 4510.072914 46 98.045063 29557206657
28 31 4742.759865 48 98.807497 30776681409
29 31 4921.721595 50 98.434432 32032336193
30 31 5147.234109 52 98.985271 33364588289
31 31 5177.952420 53 97.697215 33959493569
73494.4
