q q_max q_time hits q_time/hits k 
1 31 67.322071 1 67.322071 639999937
2 31 143.461679 2 71.730840 1280244481
3 31 214.967768 3 71.655923 1921018433
4 31 370.846700 5 74.169340 3201551745
5 31 458.114305 6 76.352384 3841685505
6 31 618.511018 8 77.313877 5122164737
7 31 710.055407 9 78.895045 5764461441
8 31 882.323876 11 80.211261 7044495041
9 31 1066.035975 13 82.002767 8329619137
10 31 1168.569357 14 83.469240 8964590465
11 31 1351.079184 16 84.442449 10254088129
12 31 1536.756800 18 85.375378 11529381825
13 31 1640.483236 19 86.341223 12168552577
14 31 1841.168123 21 87.674673 13451362497
15 31 2034.143586 23 88.441025 14733378049
16 31 2221.900837 25 88.876033 16012432641
17 31 2371.145743 26 91.197913 16675278273
18 31 2553.743091 28 91.205110 17930717185
19 31 2754.157551 30 91.805252 19228655873
20 31 2964.886683 32 92.652709 20547641537
21 31 3173.843338 34 93.348333 21788341377
22 31 3389.408789 36 94.150244 23070471489
23 31 3577.094966 38 94.134078 24371941377
24 31 3774.164629 40 94.354116 25630019137
25 31 4099.376639 42 97.604206 26900819521
26 31 4374.036727 44 99.409926 28340985857
27 31 4533.801840 46 98.560910 29469083457
28 31 4656.570356 48 97.011882 30751996033
29 31 4982.155798 50 99.643116 32132498305
30 31 5172.850238 52 99.477889 33327353921
31 31 5110.359856 53 96.421884 33954242433
73813.3
