f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.309409 80000 2835 3118.148599
1+1E-0.187942 1+1E-5 0.075337 20000 709 779.537150
1+1E-0.546643 1+1E-5 0.075454 20000 731 779.537150
1+1E-0.875664 1+1E-5 0.075372 20000 727 779.537150
1+1E-1.190478 1+1E-5 0.149373 40000 1457 1559.074300
1+1E-1.498346 1+1E-5 0.224260 60000 2163 2338.611449
1+1E-1.802783 1+1E-5 0.223578 60000 2121 2338.611449
1+1E-2.105512 1+1E-5 0.298339 80000 2817 3118.148599
1+1E-2.407391 1+1E-5 0.372680 100000 3631 3897.685749
1+1E-2.708846 1+1E-5 0.559217 150000 5331 5846.528624
1+1E-3.010088 1+1E-5 0.932470 250000 8798 9744.214373
1+1E-3.311224 1+1E-5 1.118724 300000 10591 11693.057247
1+1E-3.612307 1+1E-5 1.868273 500000 17556 19488.428745
1+1E-3.913363 1+1E-5 2.544163 680000 24098 26504.263094
1+1E-4.214407 1+1E-5 3.483309 930000 32942 36248.477467
1+1E-4.515443 1+1E-5 3.149773 840000 29493 32740.560292
1+1E-4.816477 1+1E-5 3.972113 1060000 37275 41315.468940
19.432
