run: 61 | L: 4 | f_final: 1+1E-8 | flatness: 70 | dim: 2D | lattice: SS
Fri Jun 18 15:09:22 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005519s
Fri Jun 18 15:09:22 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005817s
Fri Jun 18 15:09:22 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006034s
Fri Jun 18 15:09:22 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.007265s
Fri Jun 18 15:09:22 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.006298s
Fri Jun 18 15:09:22 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.006336s
Fri Jun 18 15:09:22 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.006073s
Fri Jun 18 15:09:22 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.006189s
Fri Jun 18 15:09:22 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 10000 | flat time: 0.005860s
Fri Jun 18 15:09:22 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 10000 | flat time: 0.005810s
Fri Jun 18 15:09:22 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 10000 | flat time: 0.005745s
Fri Jun 18 15:09:22 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 10000 | flat time: 0.005786s
Fri Jun 18 15:09:22 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 10000 | flat time: 0.006271s
Fri Jun 18 15:09:22 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 10000 | flat time: 0.006128s
Fri Jun 18 15:09:22 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 10000 | flat time: 0.006359s
Fri Jun 18 15:09:22 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 10000 | flat time: 0.005814s
Fri Jun 18 15:09:22 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 20000 | flat time: 0.011879s
Fri Jun 18 15:09:22 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 10000 | flat time: 0.005863s
Fri Jun 18 15:09:22 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 10000 | flat time: 0.006067s
Fri Jun 18 15:09:22 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 10000 | flat time: 0.006033s
Fri Jun 18 15:09:22 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 10000 | flat time: 0.005940s
Fri Jun 18 15:09:22 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 10000 | flat time: 0.005811s
Fri Jun 18 15:09:22 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 20000 | flat time: 0.011669s
Fri Jun 18 15:09:22 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 10000 | flat time: 0.005851s
Fri Jun 18 15:09:22 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 10000 | flat time: 0.005964s
Fri Jun 18 15:09:22 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 10000 | flat time: 0.005844s
Fri Jun 18 15:09:22 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 10000 | flat time: 0.006006s
