f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 29.598155 1780000 17201 19049.370846
1+1E-0.187942 1+1E-6 4.466578 270000 2660 2889.632107
1+1E-0.546643 1+1E-6 3.991835 240000 2400 2568.454496
1+1E-0.875664 1+1E-6 5.693674 340000 3332 3638.643869
1+1E-1.190478 1+1E-6 4.000091 240000 2399 2568.454496
1+1E-1.498346 1+1E-6 7.048805 420000 4327 4494.795368
1+1E-1.802783 1+1E-6 9.758308 580000 5938 6207.098365
1+1E-2.105512 1+1E-6 22.107118 530000 5140 5672.003679
1+1E-2.407391 1+1E-6 10.961619 650000 6430 6956.230927
1+1E-2.708846 1+1E-6 27.482495 1530000 14834 16373.897412
1+1E-3.010088 1+1E-6 32.338191 1910000 18455 20440.617031
1+1E-3.311224 1+1E-6 48.726551 2490000 24254 26647.715397
1+1E-3.612307 1+1E-6 93.151426 4790000 46224 51262.070984
1+1E-3.913363 1+1E-6 106.881928 6210000 60679 66458.760085
1+1E-4.214407 1+1E-6 156.386694 9220000 90166 98671.460223
1+1E-4.515443 1+1E-6 635.576584 36600000 354309 391689.310648
1+1E-4.816477 1+1E-6 1102.571014 56390000 557146 603479.787634
1+1E-5.117508 1+1E-6 1318.557099 67590000 658022 723340.997450
1+1E-5.418539 1+1E-6 484.713623 25680000 247857 274824.631077
1+1E-5.719570 1+1E-6 1474.040899 82570000 795827 883655.365578
5578.05
