f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 44.424754 2600000 25338 27824.923707
1+1E-0.187942 1+1E-6 6.961345 410000 4080 4387.776431
1+1E-0.546643 1+1E-6 4.944725 290000 2926 3103.549183
1+1E-0.875664 1+1E-6 7.736725 450000 4387 4815.852180
1+1E-1.190478 1+1E-6 6.002503 350000 3445 3745.662807
1+1E-1.498346 1+1E-6 12.551424 250000 2494 2675.473433
1+1E-1.802783 1+1E-6 10.310946 290000 2828 3103.549183
1+1E-2.105512 1+1E-6 7.746598 450000 4371 4815.852180
1+1E-2.407391 1+1E-6 16.967019 980000 9486 10487.855859
1+1E-2.708846 1+1E-6 22.332186 1290000 12558 13805.442916
1+1E-3.010088 1+1E-6 51.345679 2230000 21646 23865.223026
1+1E-3.311224 1+1E-6 48.008957 2770000 26765 29644.245642
1+1E-3.612307 1+1E-6 87.858046 4380000 42379 46874.294553
1+1E-3.913363 1+1E-6 136.287737 6670000 64860 71381.631203
1+1E-4.214407 1+1E-6 115.437586 6200000 59766 66351.741148
1+1E-4.515443 1+1E-6 260.133692 14240000 138127 152394.966766
1+1E-4.816477 1+1E-6 249.845592 13820000 134335 147900.171398
1+1E-5.117508 1+1E-6 508.074259 25590000 246862 273861.460641
1+1E-5.418539 1+1E-6 814.210400 41250000 397912 441453.116509
1+1E-5.719570 1+1E-6 1402.016818 72900000 702168 780168.053175
3813.2
