f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 33.099092 1990000 19205 21296.768530
1+1E-0.187942 1+1E-6 2.955911 180000 1744 1926.340872
1+1E-0.546643 1+1E-6 2.978864 180000 1745 1926.340872
1+1E-0.875664 1+1E-6 6.372178 380000 3780 4066.719619
1+1E-1.190478 1+1E-6 4.511339 270000 2720 2889.511308
1+1E-1.498346 1+1E-6 6.716679 400000 4025 4280.757493
1+1E-1.802783 1+1E-6 7.229316 430000 4282 4601.814305
1+1E-2.105512 1+1E-6 10.125496 600000 5851 6421.136240
1+1E-2.407391 1+1E-6 18.428724 1090000 10746 11665.064170
1+1E-2.708846 1+1E-6 19.516341 1150000 11189 12307.177794
1+1E-3.010088 1+1E-6 29.212548 1720000 16636 18407.257222
1+1E-3.311224 1+1E-6 70.657412 3370000 32468 36065.381882
1+1E-3.612307 1+1E-6 94.979597 4880000 47341 52225.241420
1+1E-3.913363 1+1E-6 100.147346 5640000 54610 60358.680657
1+1E-4.214407 1+1E-6 129.647597 7150000 68938 76518.540195
1+1E-4.515443 1+1E-6 221.315497 13060000 126958 139766.732160
1+1E-4.816477 1+1E-6 454.980177 26840000 259730 287238.827808
1+1E-5.117508 1+1E-6 1424.559338 77950000 750955 834212.616529
1+1E-5.418539 1+1E-6 822.331223 45320000 437486 485009.824004
1+1E-5.719570 1+1E-6 601.817583 35430000 341882 379168.094979
4061.58
