f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 40.571280 2370000 23261 25363.488148
1+1E-0.187942 1+1E-6 3.041032 180000 1734 1926.340872
1+1E-0.546643 1+1E-6 3.414337 200000 1964 2140.378747
1+1E-0.875664 1+1E-6 2.905512 170000 1639 1819.321935
1+1E-1.190478 1+1E-6 6.037677 350000 3466 3745.662807
1+1E-1.498346 1+1E-6 3.958568 230000 2241 2461.538462
1+1E-1.802783 1+1E-6 12.144742 700000 6988 7491.325613
1+1E-2.105512 1+1E-6 7.096403 410000 3972 4387.776431
1+1E-2.407391 1+1E-6 28.091757 1610000 16135 17230.048911
1+1E-2.708846 1+1E-6 16.372384 940000 9071 10059.780110
1+1E-3.010088 1+1E-6 38.220410 2190000 21122 23437.147276
1+1E-3.311224 1+1E-6 50.336264 2800000 27275 29965.302454
1+1E-3.612307 1+1E-6 127.475403 6390000 61791 68385.100957
1+1E-3.913363 1+1E-6 138.879759 6520000 63355 69776.347143
1+1E-4.214407 1+1E-6 184.869531 9020000 87527 96531.081477
1+1E-4.515443 1+1E-6 230.433577 11780000 113785 126068.308181
1+1E-4.816477 1+1E-6 567.937583 28830000 277843 308535.596338
1+1E-5.117508 1+1E-6 479.445487 27440000 264522 293659.964048
1+1E-5.418539 1+1E-6 521.401598 26250000 253095 280924.710505
1+1E-5.719570 1+1E-6 2730.686720 139420000 1343393 1492058.024330
5193.32
