f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 34.637657 2040000 19993 21831.863216
1+1E-0.187942 1+1E-6 6.612800 390000 3862 4173.738556
1+1E-0.546643 1+1E-6 3.040088 180000 1743 1926.340872
1+1E-0.875664 1+1E-6 5.992697 350000 3545 3745.662807
1+1E-1.190478 1+1E-6 7.020472 410000 4148 4387.776431
1+1E-1.498346 1+1E-6 7.555967 440000 4285 4708.833243
1+1E-1.802783 1+1E-6 9.452379 550000 5561 5886.041553
1+1E-2.105512 1+1E-6 27.499633 720000 6987 7705.363488
1+1E-2.407391 1+1E-6 10.161110 590000 5686 6314.117303
1+1E-2.708846 1+1E-6 16.226326 940000 9071 10059.780110
1+1E-3.010088 1+1E-6 25.249004 1460000 14116 15624.764851
1+1E-3.311224 1+1E-6 69.640602 3240000 31263 34674.135697
1+1E-3.612307 1+1E-6 100.225323 4980000 48737 53295.430793
1+1E-3.913363 1+1E-6 186.382007 9390000 90456 100490.782158
1+1E-4.214407 1+1E-6 227.664015 10890000 105152 116543.622758
1+1E-4.515443 1+1E-6 328.102413 16730000 167007 179042.682162
1+1E-4.816477 1+1E-6 537.972124 26350000 253982 281994.899879
1+1E-5.117508 1+1E-6 464.850964 23020000 221984 246357.593746
1+1E-5.418539 1+1E-6 635.873623 31430000 303038 336360.520045
1+1E-5.719570 1+1E-6 806.884603 40240000 388375 430644.203838
3511.04
