f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 36.191060 2180000 21060 23330.128339
1+1E-0.187942 1+1E-6 3.116141 190000 1842 2033.359809
1+1E-0.546643 1+1E-6 3.646516 220000 2171 2354.416621
1+1E-0.875664 1+1E-6 2.819128 170000 1653 1819.321935
1+1E-1.190478 1+1E-6 3.149527 190000 1831 2033.359809
1+1E-1.498346 1+1E-6 3.159187 190000 1843 2033.359809
1+1E-1.802783 1+1E-6 6.884654 410000 4017 4387.776431
1+1E-2.105512 1+1E-6 5.871026 350000 3427 3745.662807
1+1E-2.407391 1+1E-6 16.544650 980000 9527 10487.855859
1+1E-2.708846 1+1E-6 18.743739 1110000 10738 11879.102044
1+1E-3.010088 1+1E-6 28.579485 1690000 16763 18086.200410
1+1E-3.311224 1+1E-6 51.479029 3040000 29614 32533.756950
1+1E-3.612307 1+1E-6 84.306895 4650000 44868 49763.805861
1+1E-3.913363 1+1E-6 113.470872 6530000 63029 69883.366080
1+1E-4.214407 1+1E-6 199.449332 11710000 112814 125319.175620
1+1E-4.515443 1+1E-6 238.628808 13530000 130330 144796.622215
1+1E-4.816477 1+1E-6 360.772303 19580000 189375 209543.079303
1+1E-5.117508 1+1E-6 405.147756 23820000 229910 254919.108733
1+1E-5.418539 1+1E-6 702.803977 40910000 394667 437814.472639
1+1E-5.719570 1+1E-6 2243.017564 129050000 1243649 1381079.386313
4527.78
