run: 2 | L: 4 | f_final: 1+1E-11 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:13:02 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.005538s
Fri Jun 18 15:13:02 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.005624s
Fri Jun 18 15:13:02 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.005943s
Fri Jun 18 15:13:02 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.006017s
Fri Jun 18 15:13:02 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.005838s
Fri Jun 18 15:13:02 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.005856s
Fri Jun 18 15:13:02 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.005815s
Fri Jun 18 15:13:02 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.005837s
Fri Jun 18 15:13:02 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 10000 | flat time: 0.005835s
Fri Jun 18 15:13:02 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 10000 | flat time: 0.005814s
Fri Jun 18 15:13:02 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 10000 | flat time: 0.005810s
Fri Jun 18 15:13:02 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 10000 | flat time: 0.005788s
Fri Jun 18 15:13:02 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 20000 | flat time: 0.011542s
Fri Jun 18 15:13:02 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 20000 | flat time: 0.011483s
Fri Jun 18 15:13:02 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 10000 | flat time: 0.005740s
Fri Jun 18 15:13:02 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 10000 | flat time: 0.005747s
Fri Jun 18 15:13:02 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 10000 | flat time: 0.005742s
Fri Jun 18 15:13:02 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 10000 | flat time: 0.005742s
Fri Jun 18 15:13:02 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 20000 | flat time: 0.011814s
Fri Jun 18 15:13:02 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 10000 | flat time: 0.006148s
Fri Jun 18 15:13:02 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 10000 | flat time: 0.005967s
Fri Jun 18 15:13:02 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 20000 | flat time: 0.011671s
Fri Jun 18 15:13:02 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 10000 | flat time: 0.005849s
Fri Jun 18 15:13:02 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 30000 | flat time: 0.017582s
Fri Jun 18 15:13:02 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 20000 | flat time: 0.011885s
Fri Jun 18 15:13:02 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 10000 | flat time: 0.005963s
Fri Jun 18 15:13:02 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 10000 | flat time: 0.005910s
Fri Jun 18 15:13:02 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 30000 | flat time: 0.017741s
Fri Jun 18 15:13:02 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 20000 | flat time: 0.011737s
Fri Jun 18 15:13:02 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 20000 | flat time: 0.011520s
Fri Jun 18 15:13:02 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 10000 | flat time: 0.005876s
Fri Jun 18 15:13:02 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 20000 | flat time: 0.011940s
Fri Jun 18 15:13:02 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 10000 | flat time: 0.006009s
Fri Jun 18 15:13:02 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 10000 | flat time: 0.005974s
Fri Jun 18 15:13:02 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 20000 | flat time: 0.011680s
Fri Jun 18 15:13:02 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 20000 | flat time: 0.011685s
Fri Jun 18 15:13:02 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 20000 | flat time: 0.011776s
