run: 80 | L: 4 | f_final: 1+1E-11 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:13:24 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.005337s
Fri Jun 18 15:13:24 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.005531s
Fri Jun 18 15:13:24 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.005792s
Fri Jun 18 15:13:24 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.005833s
Fri Jun 18 15:13:24 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.005863s
Fri Jun 18 15:13:24 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.005860s
Fri Jun 18 15:13:24 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.005797s
Fri Jun 18 15:13:24 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.005785s
Fri Jun 18 15:13:24 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 10000 | flat time: 0.005749s
Fri Jun 18 15:13:24 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 10000 | flat time: 0.005771s
Fri Jun 18 15:13:24 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 10000 | flat time: 0.005769s
Fri Jun 18 15:13:24 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 10000 | flat time: 0.005732s
Fri Jun 18 15:13:24 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 10000 | flat time: 0.005772s
Fri Jun 18 15:13:24 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 20000 | flat time: 0.011879s
Fri Jun 18 15:13:24 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 10000 | flat time: 0.006180s
Fri Jun 18 15:13:24 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 20000 | flat time: 0.011879s
Fri Jun 18 15:13:24 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 20000 | flat time: 0.011643s
Fri Jun 18 15:13:24 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 10000 | flat time: 0.005830s
Fri Jun 18 15:13:24 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 20000 | flat time: 0.011695s
Fri Jun 18 15:13:24 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 30000 | flat time: 0.017783s
Fri Jun 18 15:13:24 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 30000 | flat time: 0.017770s
Fri Jun 18 15:13:24 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 10000 | flat time: 0.005926s
Fri Jun 18 15:13:24 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 20000 | flat time: 0.011781s
Fri Jun 18 15:13:24 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 10000 | flat time: 0.005773s
Fri Jun 18 15:13:24 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 30000 | flat time: 0.017428s
Fri Jun 18 15:13:24 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 10000 | flat time: 0.005786s
Fri Jun 18 15:13:24 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 10000 | flat time: 0.005874s
Fri Jun 18 15:13:24 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 10000 | flat time: 0.005785s
Fri Jun 18 15:13:24 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 10000 | flat time: 0.005785s
Fri Jun 18 15:13:24 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 20000 | flat time: 0.011559s
Fri Jun 18 15:13:24 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 10000 | flat time: 0.005742s
Fri Jun 18 15:13:24 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 20000 | flat time: 0.011517s
Fri Jun 18 15:13:24 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 20000 | flat time: 0.011604s
Fri Jun 18 15:13:24 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 10000 | flat time: 0.006095s
Fri Jun 18 15:13:24 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 10000 | flat time: 0.006119s
Fri Jun 18 15:13:24 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 10000 | flat time: 0.006194s
Fri Jun 18 15:13:24 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 10000 | flat time: 0.006092s
