q q_max q_time hits q_time/hits k accept_counter reject_counter
0 7 0.009228 1 0.009228 159986 159985 0
1 7 0.012512 1 0.012512 159986 159985 0
2 7 0.029838 2 0.014919 320604 267534 53069
3 7 0.044022 3 0.014674 480450 418961 61488
4 7 0.079747 5 0.015949 802804 564715 238088
5 7 0.097803 6 0.016300 961650 674310 287339
6 7 0.132929 8 0.016616 1287712 787482 500229
7 7 0.151752 9 0.016861 1466397 863275 603121
0.558103
