run: 6 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Tue Jan 26 04:14:14 2021 | q: 0/63 | q_time: 0.328031s | E: 1 | q_time/E: 0.328031s | shuffle time: 0.000000s
Tue Jan 26 04:14:15 2021 | q: 1/63 | q_time: 0.294635s | E: 1 | q_time/E: 0.294635s | shuffle time: 0.000266s
Tue Jan 26 04:14:15 2021 | q: 2/63 | q_time: 0.581607s | E: 2 | q_time/E: 0.290803s | shuffle time: 0.000271s
Tue Jan 26 04:14:16 2021 | q: 3/63 | q_time: 0.846932s | E: 3 | q_time/E: 0.282311s | shuffle time: 0.000253s
Tue Jan 26 04:14:18 2021 | q: 4/63 | q_time: 1.431365s | E: 5 | q_time/E: 0.286273s | shuffle time: 0.000264s
Tue Jan 26 04:14:20 2021 | q: 5/63 | q_time: 2.024730s | E: 7 | q_time/E: 0.289247s | shuffle time: 0.000264s
Tue Jan 26 04:14:22 2021 | q: 6/63 | q_time: 2.638337s | E: 9 | q_time/E: 0.293149s | shuffle time: 0.000264s
Tue Jan 26 04:14:26 2021 | q: 7/63 | q_time: 3.221073s | E: 11 | q_time/E: 0.292825s | shuffle time: 0.000262s
Tue Jan 26 04:14:30 2021 | q: 8/63 | q_time: 4.134885s | E: 14 | q_time/E: 0.295349s | shuffle time: 0.000260s
Tue Jan 26 04:14:34 2021 | q: 9/63 | q_time: 4.727960s | E: 16 | q_time/E: 0.295497s | shuffle time: 0.000264s
Tue Jan 26 04:14:40 2021 | q: 10/63 | q_time: 5.483395s | E: 18 | q_time/E: 0.304633s | shuffle time: 0.000265s
Tue Jan 26 04:14:47 2021 | q: 11/63 | q_time: 7.184542s | E: 21 | q_time/E: 0.342121s | shuffle time: 0.000267s
Tue Jan 26 04:14:58 2021 | q: 12/63 | q_time: 10.484863s | E: 23 | q_time/E: 0.455864s | shuffle time: 0.000267s
Tue Jan 26 04:15:06 2021 | q: 13/63 | q_time: 8.633817s | E: 26 | q_time/E: 0.332070s | shuffle time: 0.000266s
Tue Jan 26 04:15:22 2021 | q: 14/63 | q_time: 15.429555s | E: 29 | q_time/E: 0.532054s | shuffle time: 0.000266s
Tue Jan 26 04:15:41 2021 | q: 15/63 | q_time: 19.820274s | E: 32 | q_time/E: 0.619384s | shuffle time: 0.000266s
Tue Jan 26 04:15:54 2021 | q: 16/63 | q_time: 12.951143s | E: 35 | q_time/E: 0.370033s | shuffle time: 0.000265s
