run: 6 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Tue Jan 26 04:16:21 2021 | q: 17/63 | q_time: 26.467117s | E: 37 | q_time/E: 0.715327s | shuffle time: 0.000263s
Tue Jan 26 04:16:47 2021 | q: 18/63 | q_time: 26.204454s | E: 40 | q_time/E: 0.655111s | shuffle time: 0.000267s
Tue Jan 26 04:17:23 2021 | q: 19/63 | q_time: 35.783398s | E: 42 | q_time/E: 0.851986s | shuffle time: 0.000266s
Tue Jan 26 04:17:45 2021 | q: 20/63 | q_time: 21.942188s | E: 45 | q_time/E: 0.487604s | shuffle time: 0.000267s
Tue Jan 26 04:18:08 2021 | q: 21/63 | q_time: 22.722555s | E: 48 | q_time/E: 0.473387s | shuffle time: 0.000269s
Tue Jan 26 04:18:33 2021 | q: 22/63 | q_time: 25.469161s | E: 51 | q_time/E: 0.499395s | shuffle time: 0.000270s
Tue Jan 26 04:22:04 2021 | q: 23/63 | q_time: 211.500794s | E: 54 | q_time/E: 3.916681s | shuffle time: 0.000453s
Tue Jan 26 04:24:08 2021 | q: 24/63 | q_time: 123.067666s | E: 57 | q_time/E: 2.159082s | shuffle time: 0.000269s
Tue Jan 26 04:25:07 2021 | q: 25/63 | q_time: 59.019584s | E: 59 | q_time/E: 1.000332s | shuffle time: 0.000268s
Tue Jan 26 04:25:33 2021 | q: 26/63 | q_time: 26.528931s | E: 62 | q_time/E: 0.427886s | shuffle time: 0.000265s
Tue Jan 26 04:26:06 2021 | q: 27/63 | q_time: 32.680249s | E: 65 | q_time/E: 0.502773s | shuffle time: 0.000270s
Tue Jan 26 04:26:38 2021 | q: 28/63 | q_time: 32.245068s | E: 69 | q_time/E: 0.467320s | shuffle time: 0.000264s
Tue Jan 26 04:27:09 2021 | q: 29/63 | q_time: 31.266043s | E: 72 | q_time/E: 0.434251s | shuffle time: 0.000264s
Tue Jan 26 04:28:24 2021 | q: 30/63 | q_time: 74.916807s | E: 75 | q_time/E: 0.998891s | shuffle time: 0.000262s
Tue Jan 26 04:29:38 2021 | q: 31/63 | q_time: 73.587068s | E: 79 | q_time/E: 0.931482s | shuffle time: 0.000261s
Tue Jan 26 04:30:40 2021 | q: 32/63 | q_time: 62.200383s | E: 82 | q_time/E: 0.758541s | shuffle time: 0.000437s
Tue Jan 26 04:31:27 2021 | q: 33/63 | q_time: 46.915032s | E: 85 | q_time/E: 0.551942s | shuffle time: 0.000262s
Tue Jan 26 04:32:46 2021 | q: 34/63 | q_time: 79.384169s | E: 89 | q_time/E: 0.891957s | shuffle time: 0.000261s
Tue Jan 26 04:33:59 2021 | q: 35/63 | q_time: 72.534583s | E: 92 | q_time/E: 0.788419s | shuffle time: 0.000264s
Tue Jan 26 04:37:13 2021 | q: 36/63 | q_time: 194.027572s | E: 96 | q_time/E: 2.021121s | shuffle time: 0.000266s
Tue Jan 26 04:42:51 2021 | q: 37/63 | q_time: 338.175665s | E: 99 | q_time/E: 3.415916s | shuffle time: 0.000265s
Tue Jan 26 04:44:12 2021 | q: 38/63 | q_time: 81.028394s | E: 102 | q_time/E: 0.794396s | shuffle time: 0.000265s
Tue Jan 26 04:46:00 2021 | q: 39/63 | q_time: 108.177016s | E: 105 | q_time/E: 1.030257s | shuffle time: 0.000265s
Tue Jan 26 04:48:02 2021 | q: 40/63 | q_time: 122.032802s | E: 109 | q_time/E: 1.119567s | shuffle time: 0.000268s
Tue Jan 26 04:50:39 2021 | q: 41/63 | q_time: 156.607088s | E: 112 | q_time/E: 1.398278s | shuffle time: 0.000267s
Tue Jan 26 04:52:33 2021 | q: 42/63 | q_time: 114.479893s | E: 115 | q_time/E: 0.995477s | shuffle time: 0.000265s
Tue Jan 26 04:54:36 2021 | q: 43/63 | q_time: 122.245940s | E: 119 | q_time/E: 1.027277s | shuffle time: 0.000268s
Tue Jan 26 04:58:49 2021 | q: 44/63 | q_time: 253.495627s | E: 122 | q_time/E: 2.077833s | shuffle time: 0.000270s
Tue Jan 26 05:02:57 2021 | q: 45/63 | q_time: 247.778413s | E: 125 | q_time/E: 1.982227s | shuffle time: 0.000266s
Tue Jan 26 05:06:24 2021 | q: 46/63 | q_time: 206.940494s | E: 129 | q_time/E: 1.604190s | shuffle time: 0.000263s
Tue Jan 26 05:09:39 2021 | q: 47/63 | q_time: 195.209204s | E: 132 | q_time/E: 1.478858s | shuffle time: 0.000266s
Tue Jan 26 05:12:19 2021 | q: 48/63 | q_time: 159.713819s | E: 136 | q_time/E: 1.174366s | shuffle time: 0.000263s
Tue Jan 26 06:09:41 2021 | q: 49/63 | q_time: 3442.530377s | E: 139 | q_time/E: 24.766406s | shuffle time: 0.000261s
Tue Jan 26 06:14:16 2021 | q: 50/63 | q_time: 275.236070s | E: 142 | q_time/E: 1.938282s | shuffle time: 0.000264s
Tue Jan 26 06:18:42 2021 | q: 51/63 | q_time: 265.992312s | E: 145 | q_time/E: 1.834430s | shuffle time: 0.000264s
Tue Jan 26 06:20:43 2021 | q: 52/63 | q_time: 120.422531s | E: 149 | q_time/E: 0.808205s | shuffle time: 0.000261s
Tue Jan 26 06:23:12 2021 | q: 53/63 | q_time: 149.007835s | E: 153 | q_time/E: 0.973907s | shuffle time: 0.000262s
Tue Jan 26 06:28:18 2021 | q: 54/63 | q_time: 306.367158s | E: 157 | q_time/E: 1.951383s | shuffle time: 0.000260s
Tue Jan 26 06:38:37 2021 | q: 55/63 | q_time: 618.945118s | E: 161 | q_time/E: 3.844380s | shuffle time: 0.000257s
Tue Jan 26 06:44:42 2021 | q: 56/63 | q_time: 364.484152s | E: 165 | q_time/E: 2.208995s | shuffle time: 0.000261s
Tue Jan 26 06:49:14 2021 | q: 57/63 | q_time: 272.025040s | E: 168 | q_time/E: 1.619197s | shuffle time: 0.000256s
Tue Jan 26 06:58:06 2021 | q: 58/63 | q_time: 531.964731s | E: 172 | q_time/E: 3.092818s | shuffle time: 0.000255s
Tue Jan 26 07:02:10 2021 | q: 59/63 | q_time: 244.004934s | E: 174 | q_time/E: 1.402327s | shuffle time: 0.000254s
Tue Jan 26 08:36:02 2021 | q: 60/63 | q_time: 5632.668345s | E: 177 | q_time/E: 31.822985s | shuffle time: 0.000252s
Tue Jan 26 09:16:18 2021 | q: 61/63 | q_time: 2415.122988s | E: 180 | q_time/E: 13.417350s | shuffle time: 0.000247s
Tue Jan 26 09:34:40 2021 | q: 62/63 | q_time: 1102.303086s | E: 183 | q_time/E: 6.023514s | shuffle time: 0.000247s
Tue Jan 26 11:12:23 2021 | q: 63/63 | q_time: 5863.155819s | E: 185 | q_time/E: 31.692734s | shuffle time: 0.000248s
