q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.274206 1 0.274206 1279874 1279873 0
1 63 0.273081 1 0.273081 1279874 1279873 0
2 63 0.561282 2 0.280641 2560456 1809937 750518
3 63 0.850522 3 0.283507 3840555 2545423 1295131
4 63 1.478530 5 0.295706 6602812 3791092 2811719
5 63 2.032464 7 0.290352 8986409 4852247 4134161
6 63 2.650949 9 0.294550 11674128 6191680 5482447
7 63 6.460655 11 0.587332 14357802 7513415 6844386
8 63 5.151865 14 0.367990 18984370 9364045 9620324
9 63 5.330318 16 0.333145 21928819 10875522 11053296
10 63 5.470872 18 0.303937 23732655 11875514 11857140
11 63 7.010615 21 0.333839 30540833 14867175 15673657
12 63 6.867596 23 0.298591 29720287 14515788 15204498
13 63 8.404887 26 0.323265 36602834 17695325 18907508
14 63 12.943048 29 0.446312 57300840 27105779 30195060
15 63 16.440318 32 0.513760 73331358 35161293 38170064
16 63 59.111707 35 1.688906 196596379 94582795 102013583
17 63 16.084699 37 0.434722 71431936 34600255 36831680
18 63 15.404309 40 0.385108 68006650 32511185 35495464
19 63 16.106785 42 0.383495 70945915 34239200 36706714
20 63 17.597625 45 0.391058 77145431 37284363 39861067
21 63 95.664412 48 1.993009 363858352 176899758 186958593
22 63 77.727933 51 1.524077 308239242 148752966 159486275
23 63 69.409059 54 1.285353 262438736 126090898 136347837
24 63 47.634692 57 0.835696 215740468 103665935 112074532
25 63 50.045034 59 0.848221 154009772 74457293 79552478
26 63 100.234752 62 1.616690 385249763 187492265 197757497
27 63 47.322506 65 0.728039 188148326 90477973 97670352
28 63 65.898090 69 0.955045 289417262 138575007 150842254
29 63 36.178329 72 0.502477 163264022 77870878 85393143
30 63 38.370361 75 0.511605 172618494 82066989 90551504
31 63 67.217258 79 0.850851 308590157 145293177 163296979
32 63 116.220161 82 1.417319 540886344 256539806 284346537
33 63 89.654612 85 1.054760 415785053 196584298 219200754
34 63 114.981356 89 1.291925 537814148 251572619 286241528
35 63 74.661219 92 0.811535 345279248 161332236 183947011
36 63 149.560421 96 1.557921 703808590 329386977 374421612
37 63 140.201036 99 1.416172 661230056 309331718 351898337
38 63 226.543188 102 2.221012 1077072421 500037583 577034837
39 63 106.401467 105 1.013347 499769996 230429372 269340623
40 63 78.227191 109 0.717681 368390088 168024922 200365165
41 63 86.908873 112 0.775972 412617116 187895103 224722012
42 63 81.651150 115 0.710010 381144390 172564083 208580306
43 63 165.039926 119 1.386890 729378737 329864728 399514008
44 63 187.854525 122 1.539791 851352084 383354736 467997347
45 63 276.465202 125 2.211722 1254586809 562432240 692154568
46 63 203.152064 129 1.574822 945572037 419493839 526078197
47 63 236.884891 132 1.794583 1150554304 506314034 644240269
48 63 1094.313563 136 8.046423 5030322069 2197195637 2833126431
49 63 685.335554 139 4.930472 3246622753 1403339380 1843283372
50 63 297.359908 142 2.094084 1445259452 621483456 823775995
51 63 76.873037 145 0.530159 369198568 156216119 212982448
52 63 105.354304 149 0.707076 489661499 205442731 284218767
53 63 196.704251 153 1.285649 955559337 397291893 558267443
54 63 134.210245 157 0.854842 681793338 279531188 402262149
55 63 595.078370 161 3.696139 3036993978 1233314428 1803679549
56 63 2044.942130 165 12.393589 10618055206 4260223324 6357831881
57 63 4579.767865 168 27.260523 22014940592 8709336729 13305603862
58 63 4140.065559 172 24.070149 20360825398 7952899469 12407925928
59 63 200.642583 174 1.153118 1027198157 397486251 629711905
60 63 330.750563 177 1.868647 1714999606 654785360 1060214245
61 63 802.850201 180 4.460279 3918173598 1481653242 2436520355
62 63 1047.966535 183 5.726593 5210593965 1946937724 3263656240
63 63 2119.903013 185 11.458935 10337518575 3824671211 6512847363
21688.7
