q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.270011 1 0.270011 1279874 1279873 0
1 63 0.272657 1 0.272657 1279874 1279873 0
2 63 0.559910 2 0.279955 2562047 1809552 752494
3 63 0.849620 3 0.283207 3846300 2549278 1297021
4 63 1.434065 5 0.286813 6420084 3633130 2786953
5 63 2.022790 7 0.288970 8975206 4835234 4139971
6 63 2.630149 9 0.292239 11635148 6175552 5459595
7 63 3.225428 11 0.293221 14243848 7433929 6809918
8 63 4.114333 14 0.293881 18072458 8856488 9215969
9 63 4.850657 16 0.303166 21170591 10477652 10692938
10 63 5.849634 18 0.324980 24210341 12085249 12125091
11 63 6.287794 21 0.299419 27360121 13206856 14153264
12 63 6.880562 23 0.299155 29917934 14612417 15305516
13 63 7.736241 26 0.297548 33697932 16149053 17548878
14 63 10.408309 29 0.358907 45120582 21641883 23478698
15 63 21.261034 32 0.664407 96027632 45796998 50230633
16 63 44.438377 35 1.269668 201979502 97410380 104569121
17 63 13.281316 37 0.358954 58721762 27944188 30777573
18 63 45.100738 40 1.127518 205824296 98806556 107017739
19 63 23.827853 42 0.567330 106912379 51805929 55106449
20 63 18.859098 45 0.419091 81961732 39699182 42262549
21 63 17.627567 48 0.367241 77421062 36831856 40589205
22 63 27.996479 51 0.548951 125283360 60586052 64697307
23 63 67.475907 54 1.249554 305610973 148292074 157318898
24 63 38.077950 57 0.668034 172433401 83132033 89301367
25 63 22.595447 59 0.382974 100589926 48152705 52437220
26 63 27.888749 62 0.449819 123171786 59396827 63774958
27 63 32.986061 65 0.507478 146147551 70097469 76050081
28 63 285.632798 69 4.139606 1315229883 631273033 683956849
29 63 46.534315 72 0.646310 210453614 100030499 110423114
30 63 57.021774 75 0.760290 261296549 123729077 137567471
31 63 50.010886 79 0.633049 229503893 108242188 121261704
32 63 63.357659 82 0.772654 293430080 138951691 154478388
33 63 107.044853 85 1.259351 498442541 234467812 263974728
34 63 76.477556 89 0.859298 356989042 167106809 189882232
35 63 80.337010 92 0.873228 373708970 174828291 198880678
36 63 116.343441 96 1.211911 546942333 254420160 292522172
37 63 160.646247 99 1.622689 762063544 353563720 408499823
38 63 76.209761 102 0.747155 358969646 165462706 193506939
39 63 62.785301 105 0.597955 294159930 134857444 159302485
40 63 290.961161 109 2.669368 1399262419 640671849 758590569
41 63 110.884978 112 0.990044 528315739 240940900 287374838
42 63 179.822653 115 1.563675 867420920 394459077 472961842
43 63 224.923956 119 1.890117 1086636045 489991477 596644567
44 63 231.209385 122 1.895159 1122976301 503971773 619004527
45 63 206.172151 125 1.649377 1001972760 448147404 553825355
46 63 211.249178 129 1.637591 1034909828 460071972 574837855
47 63 251.542155 132 1.905622 1235808229 545179184 690629044
48 63 950.833279 136 6.991421 4722242116 2065153400 2657088715
49 63 3565.591695 139 25.651739 18030805045 7813612607 10217192437
50 63 420.616266 142 2.962086 2121591413 912501777 1209089635
51 63 260.629900 145 1.797448 1319981390 560424698 759556691
52 63 141.793941 149 0.951637 715834777 301233247 414601529
53 63 146.192723 153 0.955508 741493249 308399042 433094206
54 63 136.994243 157 0.872575 697764441 287430671 410333769
55 63 868.633516 161 5.395239 4510821003 1835339770 2675481232
56 63 2263.310933 165 13.717036 11850002270 4765215890 7084786379
57 63 567.889705 168 3.380296 2914100106 1153765180 1760334925
58 63 675.172880 172 3.925424 3485509216 1363062451 2122446764
59 63 727.994907 174 4.183879 3776093954 1461241356 2314852597
60 63 584.367750 177 3.301513 3045168333 1165123005 1880045327
61 63 7261.422081 180 40.341234 38178299279 14436631230 23741668048
62 63 2114.126515 183 11.552604 11209501647 4180852464 7028649182
63 63 10626.565242 185 57.440893 56602962111 20936104715 35666857395
34660.1
