run: 7 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Tue Jan 26 13:56:25 2021 | q: 52/63 | q_time: 162.190050s | E: 149 | q_time/E: 1.088524s | shuffle time: 0.000258s
Tue Jan 26 14:12:14 2021 | q: 53/63 | q_time: 949.265144s | E: 153 | q_time/E: 6.204347s | shuffle time: 0.000259s
Tue Jan 26 14:18:10 2021 | q: 54/63 | q_time: 355.851593s | E: 157 | q_time/E: 2.266571s | shuffle time: 0.000259s
Tue Jan 26 14:28:17 2021 | q: 55/63 | q_time: 606.794399s | E: 161 | q_time/E: 3.768909s | shuffle time: 0.000253s
Tue Jan 26 14:37:25 2021 | q: 56/63 | q_time: 548.875401s | E: 165 | q_time/E: 3.326518s | shuffle time: 0.000254s
Tue Jan 26 14:45:08 2021 | q: 57/63 | q_time: 462.643799s | E: 168 | q_time/E: 2.753832s | shuffle time: 0.000255s
Tue Jan 26 15:26:18 2021 | q: 58/63 | q_time: 2469.782136s | E: 172 | q_time/E: 14.359198s | shuffle time: 0.000257s
Tue Jan 26 15:31:54 2021 | q: 59/63 | q_time: 336.606487s | E: 174 | q_time/E: 1.934520s | shuffle time: 0.000248s
Tue Jan 26 15:37:23 2021 | q: 60/63 | q_time: 328.976057s | E: 177 | q_time/E: 1.858622s | shuffle time: 0.000249s
Tue Jan 26 15:49:29 2021 | q: 61/63 | q_time: 725.652066s | E: 180 | q_time/E: 4.031400s | shuffle time: 0.000251s
Tue Jan 26 16:05:12 2021 | q: 62/63 | q_time: 942.913815s | E: 183 | q_time/E: 5.152535s | shuffle time: 0.000249s
Tue Jan 26 16:43:41 2021 | q: 63/63 | q_time: 2308.720872s | E: 185 | q_time/E: 12.479572s | shuffle time: 0.000246s
