run: 7 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Tue Jan 26 11:12:24 2021 | q: 0/63 | q_time: 0.272241s | E: 1 | q_time/E: 0.272241s | shuffle time: 0.000000s
Tue Jan 26 11:12:24 2021 | q: 1/63 | q_time: 0.270147s | E: 1 | q_time/E: 0.270147s | shuffle time: 0.000231s
Tue Jan 26 11:12:25 2021 | q: 2/63 | q_time: 0.555364s | E: 2 | q_time/E: 0.277682s | shuffle time: 0.000257s
Tue Jan 26 11:12:26 2021 | q: 3/63 | q_time: 0.841671s | E: 3 | q_time/E: 0.280557s | shuffle time: 0.000249s
Tue Jan 26 11:12:27 2021 | q: 4/63 | q_time: 1.421786s | E: 5 | q_time/E: 0.284357s | shuffle time: 0.000257s
Tue Jan 26 11:12:29 2021 | q: 5/63 | q_time: 2.024979s | E: 7 | q_time/E: 0.289283s | shuffle time: 0.000262s
Tue Jan 26 11:12:32 2021 | q: 6/63 | q_time: 2.595569s | E: 9 | q_time/E: 0.288397s | shuffle time: 0.000261s
Tue Jan 26 11:12:35 2021 | q: 7/63 | q_time: 3.222378s | E: 11 | q_time/E: 0.292943s | shuffle time: 0.000255s
Tue Jan 26 11:12:39 2021 | q: 8/63 | q_time: 4.366160s | E: 14 | q_time/E: 0.311869s | shuffle time: 0.000264s
Tue Jan 26 11:12:44 2021 | q: 9/63 | q_time: 4.895968s | E: 16 | q_time/E: 0.305998s | shuffle time: 0.000266s
Tue Jan 26 11:12:50 2021 | q: 10/63 | q_time: 5.289503s | E: 18 | q_time/E: 0.293861s | shuffle time: 0.000265s
Tue Jan 26 11:12:56 2021 | q: 11/63 | q_time: 6.783300s | E: 21 | q_time/E: 0.323014s | shuffle time: 0.000264s
Tue Jan 26 11:13:03 2021 | q: 12/63 | q_time: 6.758358s | E: 23 | q_time/E: 0.293842s | shuffle time: 0.000266s
Tue Jan 26 11:13:11 2021 | q: 13/63 | q_time: 7.774503s | E: 26 | q_time/E: 0.299019s | shuffle time: 0.000266s
Tue Jan 26 11:13:22 2021 | q: 14/63 | q_time: 11.250200s | E: 29 | q_time/E: 0.387938s | shuffle time: 0.000265s
Tue Jan 26 11:13:34 2021 | q: 15/63 | q_time: 11.777647s | E: 32 | q_time/E: 0.368051s | shuffle time: 0.000262s
Tue Jan 26 11:13:57 2021 | q: 16/63 | q_time: 22.973500s | E: 35 | q_time/E: 0.656386s | shuffle time: 0.000260s
Tue Jan 26 11:14:22 2021 | q: 17/63 | q_time: 25.273391s | E: 37 | q_time/E: 0.683065s | shuffle time: 0.000262s
Tue Jan 26 11:14:48 2021 | q: 18/63 | q_time: 26.326835s | E: 40 | q_time/E: 0.658171s | shuffle time: 0.000262s
Tue Jan 26 11:15:08 2021 | q: 19/63 | q_time: 19.145279s | E: 42 | q_time/E: 0.455840s | shuffle time: 0.000264s
Tue Jan 26 11:15:28 2021 | q: 20/63 | q_time: 20.741253s | E: 45 | q_time/E: 0.460917s | shuffle time: 0.000308s
Tue Jan 26 11:16:53 2021 | q: 21/63 | q_time: 84.604617s | E: 48 | q_time/E: 1.762596s | shuffle time: 0.000268s
Tue Jan 26 11:18:08 2021 | q: 22/63 | q_time: 74.668504s | E: 51 | q_time/E: 1.464088s | shuffle time: 0.000268s
Tue Jan 26 11:18:39 2021 | q: 23/63 | q_time: 31.594379s | E: 54 | q_time/E: 0.585081s | shuffle time: 0.000265s
Tue Jan 26 11:19:10 2021 | q: 24/63 | q_time: 30.755324s | E: 57 | q_time/E: 0.539567s | shuffle time: 0.000268s
Tue Jan 26 11:19:49 2021 | q: 25/63 | q_time: 38.626274s | E: 59 | q_time/E: 0.654683s | shuffle time: 0.000264s
Tue Jan 26 11:20:33 2021 | q: 26/63 | q_time: 44.099035s | E: 62 | q_time/E: 0.711275s | shuffle time: 0.000263s
Tue Jan 26 11:21:10 2021 | q: 27/63 | q_time: 37.080265s | E: 65 | q_time/E: 0.570466s | shuffle time: 0.000263s
Tue Jan 26 11:21:57 2021 | q: 28/63 | q_time: 47.027275s | E: 69 | q_time/E: 0.681555s | shuffle time: 0.000263s
Tue Jan 26 11:22:44 2021 | q: 29/63 | q_time: 46.851465s | E: 72 | q_time/E: 0.650715s | shuffle time: 0.000259s
Tue Jan 26 11:24:54 2021 | q: 30/63 | q_time: 130.276026s | E: 75 | q_time/E: 1.737014s | shuffle time: 0.000256s
Tue Jan 26 11:26:58 2021 | q: 31/63 | q_time: 123.610570s | E: 79 | q_time/E: 1.564691s | shuffle time: 0.000258s
Tue Jan 26 11:27:41 2021 | q: 32/63 | q_time: 43.110615s | E: 82 | q_time/E: 0.525739s | shuffle time: 0.000257s
Tue Jan 26 11:28:24 2021 | q: 33/63 | q_time: 43.769091s | E: 85 | q_time/E: 0.514930s | shuffle time: 0.000259s
Tue Jan 26 11:30:18 2021 | q: 34/63 | q_time: 113.910725s | E: 89 | q_time/E: 1.279896s | shuffle time: 0.000255s
Tue Jan 26 11:31:36 2021 | q: 35/63 | q_time: 78.040319s | E: 92 | q_time/E: 0.848264s | shuffle time: 0.000261s
Tue Jan 26 11:34:36 2021 | q: 36/63 | q_time: 180.032092s | E: 96 | q_time/E: 1.875334s | shuffle time: 0.000262s
Tue Jan 26 11:37:03 2021 | q: 37/63 | q_time: 146.651486s | E: 99 | q_time/E: 1.481328s | shuffle time: 0.000261s
Tue Jan 26 11:38:31 2021 | q: 38/63 | q_time: 88.128952s | E: 102 | q_time/E: 0.864009s | shuffle time: 0.000262s
Tue Jan 26 11:40:23 2021 | q: 39/63 | q_time: 112.256122s | E: 105 | q_time/E: 1.069106s | shuffle time: 0.000265s
Tue Jan 26 11:41:40 2021 | q: 40/63 | q_time: 77.041934s | E: 109 | q_time/E: 0.706807s | shuffle time: 0.000264s
Tue Jan 26 11:46:09 2021 | q: 41/63 | q_time: 269.012799s | E: 112 | q_time/E: 2.401900s | shuffle time: 0.000260s
Tue Jan 26 11:47:40 2021 | q: 42/63 | q_time: 90.424122s | E: 115 | q_time/E: 0.786297s | shuffle time: 0.000264s
Tue Jan 26 11:51:23 2021 | q: 43/63 | q_time: 223.052500s | E: 119 | q_time/E: 1.874391s | shuffle time: 0.000261s
Tue Jan 26 11:56:10 2021 | q: 44/63 | q_time: 287.173834s | E: 122 | q_time/E: 2.353884s | shuffle time: 0.000264s
Tue Jan 26 11:59:20 2021 | q: 45/63 | q_time: 190.138814s | E: 125 | q_time/E: 1.521111s | shuffle time: 0.000264s
Tue Jan 26 12:01:45 2021 | q: 46/63 | q_time: 144.914612s | E: 129 | q_time/E: 1.123369s | shuffle time: 0.000262s
Tue Jan 26 12:07:02 2021 | q: 47/63 | q_time: 316.515610s | E: 132 | q_time/E: 2.397846s | shuffle time: 0.000264s
Tue Jan 26 12:47:33 2021 | q: 48/63 | q_time: 2431.471010s | E: 136 | q_time/E: 17.878463s | shuffle time: 0.000260s
Tue Jan 26 12:53:29 2021 | q: 49/63 | q_time: 356.050731s | E: 139 | q_time/E: 2.561516s | shuffle time: 0.000260s
Tue Jan 26 13:48:48 2021 | q: 50/63 | q_time: 3318.281998s | E: 142 | q_time/E: 23.368183s | shuffle time: 0.000259s
Tue Jan 26 13:53:42 2021 | q: 51/63 | q_time: 294.912173s | E: 145 | q_time/E: 2.033877s | shuffle time: 0.000258s
