q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.271107 1 0.271107 1279874 1279873 0
1 63 0.270643 1 0.270643 1279874 1279873 0
2 63 0.557669 2 0.278834 2560595 1808598 751996
3 63 0.848103 3 0.282701 3843621 2546950 1296670
4 63 1.429487 5 0.285897 6416900 3637232 2779667
5 63 2.020561 7 0.288652 8985129 4836830 4148298
6 63 2.619032 9 0.291004 11609632 6101071 5508560
7 63 3.211991 11 0.291999 14214290 7405725 6808564
8 63 4.510703 14 0.322193 19949340 9836706 10112633
9 63 4.720676 16 0.295042 20634119 10097175 10536943
10 63 5.356745 18 0.297597 23368608 11597122 11771485
11 63 6.346552 21 0.302217 27702934 13394275 14308658
12 63 6.974619 23 0.303244 30396794 14929619 15467174
13 63 8.480279 26 0.326165 37184587 17935028 19249558
14 63 10.043951 29 0.346343 44265144 21254872 23010271
15 63 10.978789 32 0.343087 48505636 23091473 25414162
16 63 15.840663 35 0.452590 71002831 33767971 37234859
17 63 20.200356 37 0.545956 90823317 44108642 46714674
18 63 17.343578 40 0.433589 77374460 37153681 40220778
19 63 27.590282 42 0.656911 82104690 39952438 42152251
20 63 25.198564 45 0.559968 99182764 48062424 51120339
21 63 28.213599 48 0.587783 125980463 61131821 64848641
22 63 32.548350 51 0.638203 119820785 57731772 62089012
23 63 71.716994 54 1.328092 327184283 158683501 168500781
24 63 68.467229 57 1.201179 289336820 138637490 150699329
25 63 63.370833 59 1.074082 277059690 134858329 142201360
26 63 42.745892 62 0.689450 154310317 74105131 80205185
27 63 29.501018 65 0.453862 131383598 62626547 68757050
28 63 60.961181 69 0.883495 233885355 111277912 122607442
29 63 65.480155 72 0.909447 284881247 135984231 148897015
30 63 43.767197 75 0.583563 188362405 89464809 98897595
31 63 58.838724 79 0.744794 240417887 113567769 126850117
32 63 219.704742 82 2.679326 933402680 443145095 490257584
33 63 125.598613 85 1.477631 549675025 259544636 290130388
34 63 102.877584 89 1.155928 431897066 202036289 229860776
35 63 86.272867 92 0.937749 366904890 171895101 195009788
36 63 159.776659 96 1.664340 688236433 321225989 367010443
37 63 195.431759 99 1.974058 856772022 397281821 459490200
38 63 106.458989 102 1.043716 489410978 226122182 263288795
39 63 210.539935 105 2.005142 891848303 412371505 479476797
40 63 417.418910 109 3.829531 1965164982 904556108 1060608873
41 63 134.666491 112 1.202379 642424088 293581302 348842785
42 63 231.644529 115 2.014300 1117531395 508819702 608711692
43 63 729.199148 119 6.127724 3203516240 1451648913 1751867326
44 63 166.228680 122 1.362530 758884213 341333093 417551119
45 63 540.565017 125 4.324520 2338623882 1047368927 1291254954
46 63 329.111984 129 2.551256 1495740650 663827323 831913326
47 63 366.789749 132 2.778710 1612860680 711374796 901485883
48 63 1987.721892 136 14.615602 9350087935 4101858197 5248229737
49 63 954.331632 139 6.865695 4713556203 2042683642 2670872560
50 63 371.458752 142 2.615907 1874493672 801946528 1072547143
51 63 76.597785 145 0.528261 342845751 145160123 197685627
52 63 590.955692 149 3.966146 2891714758 1216737804 1674976953
53 63 245.740841 153 1.606149 1122812464 466729978 656082485
54 63 176.794301 157 1.126078 896577541 368252711 528324829
55 63 665.214467 161 4.131767 3437478119 1396392650 2041085468
56 63 563.878914 165 3.417448 2870635382 1147315001 1723320380
57 63 187.457739 168 1.115820 954203635 377143960 577059674
58 63 2123.364733 172 12.345144 10883708090 4257541353 6626166736
59 63 533.124967 174 3.063937 2726024247 1054718992 1671305254
60 63 537.013139 177 3.033973 2779784035 1062845664 1716938370
61 63 1016.325124 180 5.646251 5154552906 1949663426 3204889479
62 63 1487.431616 183 8.128042 7704229353 2874897899 4829331453
63 63 1543.669121 185 8.344157 8198543641 3031108107 5167435533
17923.8
