q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.276246 1 0.276246 1279874 1279873 0
1 63 0.272651 1 0.272651 1279874 1279873 0
2 63 0.560750 2 0.280375 2561168 1811092 750075
3 63 0.850712 3 0.283571 3847171 2555192 1291978
4 63 1.450136 5 0.290027 6482360 3700353 2782006
5 63 2.030002 7 0.290000 8992234 4847852 4144381
6 63 2.652828 9 0.294759 11722641 6213319 5509321
7 63 3.279781 11 0.298162 14432760 7535338 6897421
8 63 4.496936 14 0.321210 19804399 9792848 10011550
9 63 4.779111 16 0.298694 20838603 10299729 10538873
10 63 5.384801 18 0.299156 23425840 11671051 11754788
11 63 7.233544 21 0.344454 31681482 15427922 16253559
12 63 7.825326 23 0.340232 32254567 15835107 16419459
13 63 8.819130 26 0.339197 38439158 18644884 19794273
14 63 11.523372 29 0.397358 50985680 24363247 26622432
15 63 12.547589 32 0.392112 55705059 26492372 29212686
16 63 12.276031 35 0.350744 54439747 25419880 29019866
17 63 19.300992 37 0.521648 86600930 41629719 44971210
18 63 20.046250 40 0.501156 89790018 43655530 46134487
19 63 26.494833 42 0.630829 119187801 58253984 60933816
20 63 18.305282 45 0.406784 80674824 39043791 41631032
21 63 22.972568 48 0.478595 101978627 49350516 52628110
22 63 23.326555 51 0.457383 103429357 49791451 53637905
23 63 123.232391 54 2.282081 564297261 275857056 288440204
24 63 106.705441 57 1.872025 461329720 222629916 238699803
25 63 39.623654 59 0.671587 174495622 84238936 90256685
26 63 30.983997 62 0.499742 137633666 65802576 71831089
27 63 30.955611 65 0.476240 137907391 66093268 71814122
28 63 39.268470 69 0.569108 176573145 84461218 92111926
29 63 60.008097 72 0.833446 272323422 130277852 142045569
30 63 54.244604 75 0.723261 245543101 116763380 128779720
31 63 58.256737 79 0.737427 266536560 125490074 141046485
32 63 51.378819 82 0.626571 237218134 111918579 125299554
33 63 74.132544 85 0.872148 345062926 162127689 182935236
34 63 81.899146 89 0.920215 379730131 178181225 201548905
35 63 69.225941 92 0.752456 319039135 148587046 170452088
36 63 115.514468 96 1.203276 481964897 223961575 258003321
37 63 402.207500 99 4.062702 1675017393 777999275 897018117
38 63 89.544687 102 0.877889 392728893 182024188 210704704
39 63 93.667931 105 0.892076 443222099 204022105 239199993
40 63 139.749858 109 1.282109 605649550 277721951 327927598
41 63 263.662574 112 2.354130 1164039249 531339111 632700137
42 63 99.485230 115 0.865089 409725124 185411235 224313888
43 63 225.641555 119 1.896148 1020007858 462120403 557887454
44 63 592.818293 122 4.859166 2737026822 1229383459 1507643362
45 63 114.247552 125 0.913980 548663976 244217531 304446444
46 63 164.230592 129 1.273105 799432552 354455431 444977120
47 63 346.455099 132 2.624660 1572885555 693522995 879362559
48 63 637.378759 136 4.686609 2772010001 1207944971 1564065029
49 63 6047.083381 139 43.504197 28233384900 12203893457 16029491442
50 63 431.861516 142 3.041278 1952525279 838996821 1113528457
51 63 324.634977 145 2.238862 1485848667 632270286 853578380
52 63 157.378524 149 1.056232 713226196 299887905 413338290
53 63 138.514291 153 0.905322 684235401 284223192 400012208
54 63 311.038194 157 1.981135 1444389562 593790371 850599190
55 63 8051.502397 161 50.009332 40399249881 16440409082 23958840798
56 63 2908.725296 165 17.628638 14435078123 5792740290 8642337832
57 63 200.550302 168 1.193752 1017660974 403187672 614473301
58 63 1869.809655 172 10.870986 8807462717 3444557912 5362904804
59 63 270.240210 174 1.553105 1324885150 511749658 813135491
60 63 8837.213458 177 49.927760 44357824661 16972742944 27385081716
61 63 2169.225982 180 12.051255 10931779284 4131954937 6799824346
62 63 2268.443217 183 12.395865 11132566991 4152718565 6979848425
63 63 2735.088223 185 14.784261 13569544787 5022709081 8546835705
41042.5
