q q_max q_time hits q_time/hits 
1 31 0.012558 1 0.012558
2 31 0.012417 2 0.006208
3 31 0.017422 3 0.005807
4 31 0.030211 5 0.006042
5 31 0.037264 6 0.006211
6 31 0.050480 8 0.006310
7 31 0.058109 9 0.006457
8 31 0.070469 11 0.006406
9 31 0.088715 13 0.006824
10 31 0.099130 14 0.007081
11 31 0.121715 16 0.007607
12 31 0.149619 18 0.008312
13 31 0.133822 19 0.007043
14 31 0.154825 21 0.007373
15 31 0.167504 23 0.007283
16 31 0.226884 25 0.009075
17 31 0.183822 26 0.007070
18 31 0.203392 28 0.007264
19 31 0.237858 30 0.007929
20 31 0.410956 32 0.012842
21 31 0.245076 34 0.007208
22 31 0.274215 36 0.007617
23 31 0.278428 38 0.007327
24 31 0.387847 40 0.009696
25 31 0.327404 42 0.007795
26 31 0.337584 44 0.007672
27 31 0.372197 46 0.008091
28 31 0.407762 48 0.008495
29 31 0.382013 50 0.007640
30 31 0.364638 52 0.007012
31 31 0.361949 53 0.006829
6.20646
