f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-10 0.704902 150000 5568 5846.528624
1+1E-0.187942 1+1E-10 0.236336 50000 1877 1948.842875
1+1E-0.546643 1+1E-10 0.189458 40000 1499 1559.074300
1+1E-0.875664 1+1E-10 0.189357 40000 1512 1559.074300
1+1E-1.190478 1+1E-10 0.187833 40000 1486 1559.074300
1+1E-1.498346 1+1E-10 0.281518 60000 2240 2338.611449
1+1E-1.802783 1+1E-10 0.328315 70000 2618 2728.380024
1+1E-2.105512 1+1E-10 0.563129 120000 4454 4677.222899
1+1E-2.407391 1+1E-10 0.938250 200000 7481 7795.371498
1+1E-2.708846 1+1E-10 1.595507 340000 12712 13252.131547
1+1E-3.010088 1+1E-10 1.689271 360000 13384 14031.668697
1+1E-3.311224 1+1E-10 2.909653 620000 23047 24165.651644
1+1E-3.612307 1+1E-10 4.319402 920000 34156 35858.708892
1+1E-3.913363 1+1E-10 5.306343 1130000 41874 44043.848965
1+1E-4.214407 1+1E-10 7.229194 1540000 57073 60024.360536
1+1E-4.515443 1+1E-10 7.978163 1700000 63208 66260.657734
1+1E-4.816477 1+1E-10 22.488353 4790000 177472 186699.147381
1+1E-5.117508 1+1E-10 13.332604 2840000 105456 110694.275274
1+1E-5.418539 1+1E-10 30.143643 6420000 237900 250231.425091
1+1E-5.719570 1+1E-10 19.862138 4230000 156809 164872.107186
1+1E-6.020600 1+1E-10 15.585328 3320000 123069 129403.166870
1+1E-6.321630 1+1E-10 20.377610 4340000 160717 169159.561510
1+1E-6.622660 1+1E-10 11.876403 2530000 93792 98611.449452
1+1E-6.923690 1+1E-10 39.198654 8200000 303805 319610.231425
1+1E-7.224720 1+1E-10 23.149769 4840000 179267 188647.990256
1+1E-7.525750 1+1E-10 40.365921 8440000 312999 328964.677223
1+1E-7.826780 1+1E-10 24.200420 5060000 187391 197222.898904
1+1E-8.127810 1+1E-10 16.115955 3370000 124864 131352.009744
1+1E-8.428840 1+1E-10 50.467156 10560000 391260 411595.615104
1+1E-8.729870 1+1E-10 56.743889 11910000 441237 464214.372716
1+1E-9.030900 1+1E-10 9.229375 1940000 71881 75615.103532
1+1E-9.331930 1+1E-10 11.699443 2460000 91110 95883.069428
1+1E-9.632960 1+1E-10 29.444339 6190000 229255 241266.747868
1+1E-9.933990 1+1E-10 57.266899 12040000 445997 469281.364190
526.195
