f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 32.741215 1950000 18926 20868.692780
1+1E-0.187942 1+1E-5 5.348846 320000 3159 3424.605995
1+1E-0.546643 1+1E-5 6.752995 400000 3868 4280.757493
1+1E-0.875664 1+1E-5 5.391939 320000 3165 3424.605995
1+1E-1.190478 1+1E-5 3.354327 200000 1972 2140.468227
1+1E-1.498346 1+1E-5 5.061865 300000 3031 3210.568120
1+1E-1.802783 1+1E-5 6.426004 380000 3667 4066.719619
1+1E-2.105512 1+1E-5 9.791502 560000 5436 5993.060491
1+1E-2.407391 1+1E-5 15.088674 870000 8383 9310.647548
1+1E-2.708846 1+1E-5 26.547587 1550000 15220 16587.935287
1+1E-3.010088 1+1E-5 32.584964 1870000 18097 20012.541282
1+1E-3.311224 1+1E-5 61.440405 3580000 34564 38312.779566
1+1E-3.612307 1+1E-5 66.658977 3900000 37644 41737.385561
1+1E-3.913363 1+1E-5 146.672119 8260000 79858 88397.642239
1+1E-4.214407 1+1E-5 223.265673 12790000 123261 136877.220852
1+1E-4.515443 1+1E-5 322.608241 18700000 180383 200125.412817
1+1E-4.816477 1+1E-5 306.980798 17910000 173278 191670.916768
1276.72
