f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 30.746278 1850000 17876 19798.503407
1+1E-0.187942 1+1E-5 4.280464 260000 2603 2782.492371
1+1E-0.546643 1+1E-5 5.487492 330000 3358 3531.624932
1+1E-0.875664 1+1E-5 2.977874 180000 1752 1926.340872
1+1E-1.190478 1+1E-5 3.317888 200000 1937 2140.378747
1+1E-1.498346 1+1E-5 4.500907 270000 2683 2889.511308
1+1E-1.802783 1+1E-5 10.240383 570000 5563 6100.079428
1+1E-2.105512 1+1E-5 11.311501 670000 6501 7170.268801
1+1E-2.407391 1+1E-5 10.335756 610000 5902 6528.155177
1+1E-2.708846 1+1E-5 24.132188 1420000 14097 15196.689102
1+1E-3.010088 1+1E-5 23.925310 1410000 13627 15089.670164
1+1E-3.311224 1+1E-5 61.977606 3580000 34602 38312.779566
1+1E-3.612307 1+1E-5 74.947014 4430000 42984 47409.389240
1+1E-3.913363 1+1E-5 102.789184 5760000 55531 61642.907905
1+1E-4.214407 1+1E-5 177.440496 10440000 100948 111727.770578
1+1E-4.515443 1+1E-5 142.512186 8240000 79666 88183.604364
1+1E-4.816477 1+1E-5 255.809975 14700000 141679 157317.837883
946.733
