f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 34.685824 2070000 19970 22152.920028
1+1E-0.187942 1+1E-5 3.451507 210000 2057 2247.397684
1+1E-0.546643 1+1E-5 3.982086 240000 2378 2568.454496
1+1E-0.875664 1+1E-5 7.212983 430000 4370 4601.814305
1+1E-1.190478 1+1E-5 7.197318 430000 4392 4601.814305
1+1E-1.498346 1+1E-5 8.047259 480000 4816 5136.908992
1+1E-1.802783 1+1E-5 11.607897 690000 6860 7384.306676
1+1E-2.105512 1+1E-5 10.774391 640000 6268 6849.211989
1+1E-2.407391 1+1E-5 16.522952 980000 9468 10487.855859
1+1E-2.708846 1+1E-5 22.128477 1310000 12646 14019.480791
1+1E-3.010088 1+1E-5 24.144381 1430000 13819 15303.708039
1+1E-3.311224 1+1E-5 49.905477 2950000 28420 31570.586514
1+1E-3.612307 1+1E-5 72.263798 4270000 41461 45697.086242
1+1E-3.913363 1+1E-5 111.664240 6590000 64691 70525.479704
1+1E-4.214407 1+1E-5 154.223886 9090000 88216 97280.214038
1+1E-4.515443 1+1E-5 274.293327 16140000 156192 172728.564859
1+1E-4.816477 1+1E-5 526.025099 30010000 290662 321163.830944
1338.13
