f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 35.610881 2130000 20696 22795.033652
1+1E-0.187942 1+1E-5 4.458438 270000 2700 2889.511308
1+1E-0.546643 1+1E-5 3.984395 240000 2388 2568.454496
1+1E-0.875664 1+1E-5 2.817861 170000 1642 1819.321935
1+1E-1.190478 1+1E-5 2.984888 180000 1750 1926.421405
1+1E-1.498346 1+1E-5 3.491655 210000 2052 2247.397684
1+1E-1.802783 1+1E-5 8.745003 520000 5169 5564.984741
1+1E-2.105512 1+1E-5 9.599687 570000 5647 6100.079428
1+1E-2.407391 1+1E-5 11.475606 680000 6645 7277.287739
1+1E-2.708846 1+1E-5 20.098289 1190000 11786 12735.253543
1+1E-3.010088 1+1E-5 33.172930 1960000 18879 20975.711718
1+1E-3.311224 1+1E-5 36.055184 2130000 20610 22795.033652
1+1E-3.612307 1+1E-5 103.180884 6090000 59109 65174.532837
1+1E-3.913363 1+1E-5 132.131258 7810000 76099 83581.790059
1+1E-4.214407 1+1E-5 143.705494 8440000 81648 90323.983111
1+1E-4.515443 1+1E-5 356.279336 19750000 193242 211362.401237
1+1E-4.816477 1+1E-5 970.563883 56020000 539683 599520.086953
1878.36
