f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 27.176739 1620000 15605 17337.067848
1+1E-0.187942 1+1E-5 6.701255 400000 3989 4280.757493
1+1E-0.546643 1+1E-5 2.834357 170000 1645 1819.397993
1+1E-0.875664 1+1E-5 3.015913 180000 1749 1926.421405
1+1E-1.190478 1+1E-5 3.357354 200000 1971 2140.378747
1+1E-1.498346 1+1E-5 7.110027 420000 4172 4494.795368
1+1E-1.802783 1+1E-5 7.198693 420000 4210 4494.795368
1+1E-2.105512 1+1E-5 9.609987 560000 5396 5993.060491
1+1E-2.407391 1+1E-5 16.597421 970000 9395 10380.836922
1+1E-2.708846 1+1E-5 28.571400 1580000 15252 16908.992099
1+1E-3.010088 1+1E-5 32.162275 1890000 18385 20226.579156
1+1E-3.311224 1+1E-5 54.308018 3190000 31782 34139.041010
1+1E-3.612307 1+1E-5 61.780790 3590000 34844 38419.798503
1+1E-3.913363 1+1E-5 125.676424 7400000 71547 79194.013628
1+1E-4.214407 1+1E-5 131.668006 7610000 73615 81441.411312
1+1E-4.515443 1+1E-5 239.578214 13830000 134270 148007.190335
1+1E-4.816477 1+1E-5 406.127463 23670000 229235 253313.824673
1163.47
