f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 37.100120 2070000 20135 22152.920028
1+1E-0.187942 1+1E-5 2.962024 180000 1751 1926.421405
1+1E-0.546643 1+1E-5 2.979301 180000 1743 1926.340872
1+1E-0.875664 1+1E-5 3.166110 190000 1862 2033.359809
1+1E-1.190478 1+1E-5 7.384950 430000 4432 4601.814305
1+1E-1.498346 1+1E-5 8.520342 500000 5107 5350.946867
1+1E-1.802783 1+1E-5 8.761919 520000 5040 5564.984741
1+1E-2.105512 1+1E-5 11.490200 680000 6648 7277.287739
1+1E-2.407391 1+1E-5 13.542746 670000 6674 7170.268801
1+1E-2.708846 1+1E-5 26.576647 1560000 15419 16694.954224
1+1E-3.010088 1+1E-5 37.453303 2180000 21154 23330.128339
1+1E-3.311224 1+1E-5 41.336806 2420000 23628 25898.582835
1+1E-3.612307 1+1E-5 59.597231 3450000 33839 36921.533381
1+1E-3.913363 1+1E-5 93.317479 5470000 53022 58539.358722
1+1E-4.214407 1+1E-5 181.051913 10610000 102435 113547.092513
1+1E-4.515443 1+1E-5 286.636628 16790000 161933 179684.795786
1+1E-4.816477 1+1E-5 304.369028 17810000 171741 190600.727394
1126.25
