f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 34.939722 2100000 20376 22473.976840
1+1E-0.187942 1+1E-5 3.459038 210000 2053 2247.397684
1+1E-0.546643 1+1E-5 4.330317 260000 2588 2782.492371
1+1E-0.875664 1+1E-5 3.499500 210000 2074 2247.397684
1+1E-1.190478 1+1E-5 3.161229 190000 1852 2033.444816
1+1E-1.498346 1+1E-5 8.074301 480000 4872 5136.908992
1+1E-1.802783 1+1E-5 8.591784 510000 4950 5457.965804
1+1E-2.105512 1+1E-5 21.242896 680000 6637 7277.287739
1+1E-2.407391 1+1E-5 13.007949 770000 7514 8240.458175
1+1E-2.708846 1+1E-5 29.133177 1720000 16582 18407.257222
1+1E-3.010088 1+1E-5 32.846660 1460000 14165 15624.764851
1+1E-3.311224 1+1E-5 64.124229 3770000 36660 40346.139375
1+1E-3.612307 1+1E-5 106.713574 5580000 54249 59716.567033
1+1E-3.913363 1+1E-5 118.366384 5510000 53228 58967.434472
1+1E-4.214407 1+1E-5 147.497926 7960000 76880 85187.074119
1+1E-4.515443 1+1E-5 265.665331 13490000 131291 144368.546465
1+1E-4.816477 1+1E-5 385.852733 21330000 206885 228271.393336
1250.51
