f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 31.693251 1900000 18447 20333.598094
1+1E-0.187942 1+1E-5 9.951137 460000 4745 4922.871117
1+1E-0.546643 1+1E-5 3.649261 220000 2168 2354.416621
1+1E-0.875664 1+1E-5 4.511988 270000 2717 2889.511308
1+1E-1.190478 1+1E-5 6.874652 410000 4210 4387.776431
1+1E-1.498346 1+1E-5 5.700201 340000 3436 3638.643869
1+1E-1.802783 1+1E-5 6.222326 370000 3666 3959.700681
1+1E-2.105512 1+1E-5 9.934091 590000 5784 6314.117303
1+1E-2.407391 1+1E-5 13.699554 810000 8067 8668.533924
1+1E-2.708846 1+1E-5 28.109127 1660000 16332 17765.143598
1+1E-3.010088 1+1E-5 40.231160 1560000 15073 16694.954224
1+1E-3.311224 1+1E-5 81.426884 4060000 39907 43449.688558
1+1E-3.612307 1+1E-5 102.217156 5250000 51771 56184.942101
1+1E-3.913363 1+1E-5 120.537882 6360000 61553 68064.044145
1+1E-4.214407 1+1E-5 188.579061 10220000 98456 109373.353957
1+1E-4.515443 1+1E-5 398.162964 21740000 210113 232659.169767
1+1E-4.816477 1+1E-5 362.321292 20970000 202043 224418.711592
1413.82
