f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 27.374609 1600000 15467 17123.029974
1+1E-0.187942 1+1E-5 4.496237 270000 2706 2889.632107
1+1E-0.546643 1+1E-5 4.352510 260000 2598 2782.492371
1+1E-0.875664 1+1E-5 7.099639 420000 4322 4494.795368
1+1E-1.190478 1+1E-5 4.535215 270000 2705 2889.511308
1+1E-1.498346 1+1E-5 2.851005 170000 1645 1819.321935
1+1E-1.802783 1+1E-5 10.173666 600000 6151 6421.136240
1+1E-2.105512 1+1E-5 15.297156 900000 9010 9631.704360
1+1E-2.407391 1+1E-5 10.370197 610000 5923 6528.155177
1+1E-2.708846 1+1E-5 20.115967 1180000 11460 12628.234606
1+1E-3.010088 1+1E-5 54.949315 2460000 24038 26326.658585
1+1E-3.311224 1+1E-5 64.682419 3080000 29874 32961.832699
1+1E-3.612307 1+1E-5 86.946789 4720000 46343 50512.938422
1+1E-3.913363 1+1E-5 108.694740 6130000 59149 65602.608587
1+1E-4.214407 1+1E-5 161.967093 9290000 90234 99420.592785
1+1E-4.515443 1+1E-5 275.067953 16130000 155735 172621.545922
1+1E-4.816477 1+1E-5 279.516633 16380000 157807 175297.019355
1138.49
