f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 36.122683 2080000 20157 22259.938966
1+1E-0.187942 1+1E-5 2.807681 170000 1641 1819.321935
1+1E-0.546643 1+1E-5 2.829401 170000 1638 1819.321935
1+1E-0.875664 1+1E-5 7.644761 450000 4415 4815.852180
1+1E-1.190478 1+1E-5 14.403330 850000 8461 9096.609674
1+1E-1.498346 1+1E-5 7.447713 440000 4404 4708.833243
1+1E-1.802783 1+1E-5 7.454817 440000 4379 4708.833243
1+1E-2.105512 1+1E-5 7.114623 420000 4080 4494.795368
1+1E-2.407391 1+1E-5 11.566382 680000 6566 7277.287739
1+1E-2.708846 1+1E-5 19.761875 1160000 11282 12414.196731
1+1E-3.010088 1+1E-5 34.755549 1900000 18621 20333.598094
1+1E-3.311224 1+1E-5 54.660426 3200000 31094 34246.059947
1+1E-3.612307 1+1E-5 125.054533 6560000 63448 70204.422892
1+1E-3.913363 1+1E-5 95.968933 5660000 54799 60572.718532
1+1E-4.214407 1+1E-5 211.892272 12500000 122784 133773.671669
1+1E-4.515443 1+1E-5 227.161357 13380000 131780 143191.338155
1+1E-4.816477 1+1E-5 414.811456 24450000 236204 261661.301785
1281.46
