f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 33.583091 1990000 19236 21296.768530
1+1E-0.187942 1+1E-5 8.076998 480000 4825 5136.908992
1+1E-0.546643 1+1E-5 3.209111 190000 1839 2033.359809
1+1E-0.875664 1+1E-5 6.447714 380000 3711 4066.719619
1+1E-1.190478 1+1E-5 3.557411 210000 2061 2247.491639
1+1E-1.498346 1+1E-5 6.790616 400000 4019 4280.757493
1+1E-1.802783 1+1E-5 7.678182 450000 4363 4815.852180
1+1E-2.105512 1+1E-5 8.351985 490000 4768 5243.927929
1+1E-2.407391 1+1E-5 18.914174 1110000 10932 11879.102044
1+1E-2.708846 1+1E-5 25.620080 1500000 14734 16052.840600
1+1E-3.010088 1+1E-5 30.105568 1760000 17260 18835.332971
1+1E-3.311224 1+1E-5 60.798872 3560000 35045 38098.741691
1+1E-3.612307 1+1E-5 68.786060 4020000 38861 43021.612809
1+1E-3.913363 1+1E-5 120.533752 7040000 67896 75341.331884
1+1E-4.214407 1+1E-5 173.613759 10120000 97619 108303.164583
1+1E-4.515443 1+1E-5 172.950462 9770000 94498 104557.501777
1+1E-4.816477 1+1E-5 438.310741 25460000 245506 272470.214456
1187.33
