f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.233354 430000 49 53.750000
1+1E-0.187942 1+1E-5 0.131956 230000 26 28.750000
1+1E-0.546643 1+1E-5 0.299401 510000 58 63.750000
1+1E-0.875664 1+1E-5 0.395125 640000 72 80.000000
1+1E-1.190478 1+1E-5 0.501070 840000 95 105.000000
1+1E-1.498346 1+1E-5 0.758032 1230000 140 153.750000
1+1E-1.802783 1+1E-5 0.768037 1270000 143 158.750000
1+1E-2.105512 1+1E-5 1.182771 1990000 225 248.750000
1+1E-2.407391 1+1E-5 1.651539 2700000 305 337.500000
1+1E-2.708846 1+1E-5 2.519497 4020000 453 502.500000
1+1E-3.010088 1+1E-5 3.194041 5260000 592 657.500000
1+1E-3.311224 1+1E-5 2.110560 3550000 400 443.750000
1+1E-3.612307 1+1E-5 1.662044 2800000 315 350.000000
1+1E-3.913363 1+1E-5 1.940857 3250000 366 406.250000
1+1E-4.214407 1+1E-5 2.717090 4470000 503 558.750000
1+1E-4.515443 1+1E-5 2.606678 4300000 485 537.500000
1+1E-4.816477 1+1E-5 2.603270 4080000 459 510.000000
25.276
