f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.264742 460000 52 57.500000
1+1E-0.187942 1+1E-5 0.171205 300000 34 37.500000
1+1E-0.546643 1+1E-5 0.176587 310000 35 38.750000
1+1E-0.875664 1+1E-5 0.365519 630000 72 78.750000
1+1E-1.190478 1+1E-5 0.360336 620000 70 77.500000
1+1E-1.498346 1+1E-5 0.872826 1410000 160 176.250000
1+1E-1.802783 1+1E-5 0.898068 1510000 171 188.750000
1+1E-2.105512 1+1E-5 1.151890 1920000 216 240.000000
1+1E-2.407391 1+1E-5 1.855979 3170000 357 396.250000
1+1E-2.708846 1+1E-5 1.146212 1950000 220 243.750000
1+1E-3.010088 1+1E-5 2.730891 4650000 524 581.250000
1+1E-3.311224 1+1E-5 3.132221 5250000 591 656.250000
1+1E-3.612307 1+1E-5 3.214083 5260000 592 657.500000
1+1E-3.913363 1+1E-5 2.430597 3900000 439 487.500000
1+1E-4.214407 1+1E-5 2.009610 3340000 376 417.500000
1+1E-4.515443 1+1E-5 2.750557 4520000 509 565.000000
1+1E-4.816477 1+1E-5 4.481965 7400000 833 925.000000
28.0138
