f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.253425 390000 44 48.750000
1+1E-0.187942 1+1E-5 0.224368 370000 42 46.250000
1+1E-0.546643 1+1E-5 0.274273 440000 50 55.000000
1+1E-0.875664 1+1E-5 0.311005 520000 59 65.000000
1+1E-1.190478 1+1E-5 0.414257 700000 79 87.500000
1+1E-1.498346 1+1E-5 0.706141 1190000 134 148.750000
1+1E-1.802783 1+1E-5 1.138922 1790000 202 223.750000
1+1E-2.105512 1+1E-5 1.170074 1910000 215 238.750000
1+1E-2.407391 1+1E-5 1.752610 2790000 314 348.750000
1+1E-2.708846 1+1E-5 2.277337 3740000 423 467.500000
1+1E-3.010088 1+1E-5 3.883641 6310000 710 788.750000
1+1E-3.311224 1+1E-5 2.042358 3280000 369 410.000000
1+1E-3.612307 1+1E-5 2.208487 3560000 401 445.000000
1+1E-3.913363 1+1E-5 2.575956 4230000 476 528.750000
1+1E-4.214407 1+1E-5 2.842396 4280000 482 535.000000
1+1E-4.515443 1+1E-5 3.602358 5950000 671 743.750000
1+1E-4.816477 1+1E-5 2.450990 4020000 453 502.500000
28.1292
