f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.239932 450000 51 56.250000
1+1E-0.187942 1+1E-5 0.161022 290000 33 36.250000
1+1E-0.546643 1+1E-5 0.228009 390000 44 48.750000
1+1E-0.875664 1+1E-5 0.391501 660000 75 82.500000
1+1E-1.190478 1+1E-5 0.728926 1160000 131 145.000000
1+1E-1.498346 1+1E-5 0.666579 1110000 125 138.750000
1+1E-1.802783 1+1E-5 0.970394 1660000 187 207.500000
1+1E-2.105512 1+1E-5 1.396762 2360000 266 295.000000
1+1E-2.407391 1+1E-5 2.011184 3330000 376 416.250000
1+1E-2.708846 1+1E-5 2.053798 3450000 389 431.250000
1+1E-3.010088 1+1E-5 1.813151 3040000 342 380.000000
1+1E-3.311224 1+1E-5 3.721440 6230000 701 778.750000
1+1E-3.612307 1+1E-5 1.805912 3010000 339 376.250000
1+1E-3.913363 1+1E-5 2.197311 3580000 403 447.500000
1+1E-4.214407 1+1E-5 2.909392 4850000 547 606.250000
1+1E-4.515443 1+1E-5 2.719613 4570000 515 571.250000
1+1E-4.816477 1+1E-5 2.659105 4550000 512 568.750000
26.6746
