f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.244626 460000 52 57.500000
1+1E-0.187942 1+1E-5 0.168846 300000 34 37.500000
1+1E-0.546643 1+1E-5 0.258900 450000 51 56.250000
1+1E-0.875664 1+1E-5 0.389074 640000 73 80.000000
1+1E-1.190478 1+1E-5 0.605607 930000 106 116.250000
1+1E-1.498346 1+1E-5 0.812297 1380000 156 172.500000
1+1E-1.802783 1+1E-5 1.018793 1680000 189 210.000000
1+1E-2.105512 1+1E-5 1.032380 1640000 185 205.000000
1+1E-2.407391 1+1E-5 1.795658 3020000 341 377.500000
1+1E-2.708846 1+1E-5 2.388678 3980000 449 497.500000
1+1E-3.010088 1+1E-5 3.051713 4910000 553 613.750000
1+1E-3.311224 1+1E-5 1.977663 3300000 372 412.500000
1+1E-3.612307 1+1E-5 5.281245 8440000 950 1055.000000
1+1E-3.913363 1+1E-5 2.883548 4640000 523 580.000000
1+1E-4.214407 1+1E-5 1.308870 2210000 249 276.250000
1+1E-4.515443 1+1E-5 3.868997 6610000 744 826.250000
1+1E-4.816477 1+1E-5 1.532793 2600000 293 325.000000
28.6203
