f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.259095 440000 50 55.000000
1+1E-0.187942 1+1E-5 0.138532 240000 27 30.000000
1+1E-0.546643 1+1E-5 0.296728 480000 54 60.000000
1+1E-0.875664 1+1E-5 0.356759 610000 69 76.250000
1+1E-1.190478 1+1E-5 0.506290 870000 98 108.750000
1+1E-1.498346 1+1E-5 0.541114 850000 96 106.250000
1+1E-1.802783 1+1E-5 0.808614 1330000 150 166.250000
1+1E-2.105512 1+1E-5 1.391159 2270000 256 283.750000
1+1E-2.407391 1+1E-5 1.667453 2790000 314 348.750000
1+1E-2.708846 1+1E-5 2.221176 3700000 419 462.500000
1+1E-3.010088 1+1E-5 2.198571 3510000 395 438.750000
1+1E-3.311224 1+1E-5 2.911291 4550000 512 568.750000
1+1E-3.612307 1+1E-5 5.088346 8390000 944 1048.750000
1+1E-3.913363 1+1E-5 2.825773 4540000 511 567.500000
1+1E-4.214407 1+1E-5 4.125700 6640000 747 830.000000
1+1E-4.515443 1+1E-5 2.216195 3470000 391 433.750000
1+1E-4.816477 1+1E-5 2.443982 3990000 449 498.750000
29.9974
