q q_max q_time hits q_time/hits 
1 31 0.597572 1 0.597572
2 31 1.257073 2 0.628536
3 31 1.930344 3 0.643448
4 31 3.369442 5 0.673888
5 31 4.182090 6 0.697015
6 31 5.681508 8 0.710189
7 31 6.422472 9 0.713608
8 31 7.986374 11 0.726034
9 31 9.648133 13 0.742164
10 31 10.562725 14 0.754480
11 31 12.369933 16 0.773121
12 31 14.060549 18 0.781142
13 31 14.934714 19 0.786038
14 31 16.617884 21 0.791328
15 31 18.384408 23 0.799322
16 31 20.091360 25 0.803654
17 31 21.200880 26 0.815418
18 31 23.135474 28 0.826267
19 31 25.506430 30 0.850214
20 31 26.770662 32 0.836583
21 31 29.572124 34 0.869768
22 31 30.392790 36 0.844244
23 31 32.632002 38 0.858737
24 31 34.039465 40 0.850987
25 31 36.095068 42 0.859406
26 31 38.984548 44 0.886012
27 31 40.204633 46 0.874014
28 31 41.594968 48 0.866562
29 31 44.666350 50 0.893327
30 31 46.404917 52 0.892402
31 31 46.180494 53 0.871330
665.478
