q q_max q_time hits q_time/hits k 
1 31 9.260649 1 9.260649 63999937
2 31 13.210149 2 6.605074 128085057
3 31 19.341773 3 6.447258 192016513
4 31 34.797627 5 6.959525 320830209
5 31 44.798418 6 7.466403 384608449
6 31 55.486297 8 6.935787 512952961
7 31 63.818404 9 7.090934 577276545
8 31 80.160123 11 7.287284 705356865
9 31 97.059352 13 7.466104 834814657
10 31 106.065127 14 7.576080 897696641
11 31 122.378290 16 7.648643 1026957313
12 31 139.374471 18 7.743026 1157065537
13 31 148.609441 19 7.821550 1219836289
14 31 165.940198 21 7.901914 1346152449
15 31 184.858325 23 8.037318 1496633985
16 31 201.104159 25 8.044166 1605404737
17 31 212.293900 26 8.165150 1669043073
18 31 231.176575 28 8.256306 1797586113
19 31 249.421169 30 8.314039 1929704001
20 31 268.262676 32 8.383209 2056510977
21 31 286.457800 34 8.425229 2182374145
22 31 307.191128 36 8.533087 2311064257
23 31 324.799245 38 8.547349 2453314753
24 31 340.402091 40 8.510052 2579685825
25 31 385.196304 42 9.171341 2763376065
26 31 384.829054 44 8.746115 2824270849
27 31 403.475724 46 8.771211 2956894209
28 31 421.086378 48 8.772633 3081047809
29 31 443.945033 50 8.878901 3217869825
30 31 463.778077 52 8.918809 3355315649
31 31 466.687378 53 8.805422 3404831553
6675.27
