q q_max q_time hits q_time/hits k 
1 31 6.694951 1 6.694951 63999937
2 31 14.221157 2 7.110578 128097985
3 31 21.285566 3 7.095189 192104897
4 31 36.781435 5 7.356287 320379585
5 31 45.642924 6 7.607154 384600449
6 31 61.269156 8 7.658644 513374337
7 31 70.431044 9 7.825672 576317825
8 31 88.018516 11 8.001683 705733633
9 31 105.875106 13 8.144239 833969345
10 31 115.910248 14 8.279303 898158849
11 31 134.745304 16 8.421582 1029560705
12 31 153.849577 18 8.547199 1160922369
13 31 163.808396 19 8.621495 1222638465
14 31 182.808662 21 8.705174 1347808961
15 31 201.592099 23 8.764874 1476806401
16 31 225.064916 25 9.002597 1639741505
17 31 235.152727 26 9.044336 1668057089
18 31 255.824511 28 9.136590 1804482881
19 31 275.764986 30 9.192166 1925930817
20 31 299.070355 32 9.345949 2079834817
21 31 318.798174 34 9.376417 2183377857
22 31 339.587827 36 9.432995 2324373825
23 31 358.470726 38 9.433440 2440725313
24 31 375.449610 40 9.386240 2582847233
25 31 423.531330 42 10.084079 2734184705
26 31 433.421291 44 9.850484 2838305665
27 31 445.283334 46 9.680072 2953824577
28 31 471.829968 48 9.829791 3079973761
29 31 495.923987 50 9.918480 3232013825
30 31 522.993418 52 10.057566 3349155521
31 31 519.191824 53 9.796072 3403853057
7398.29
