q q_max q_time hits q_time/hits k 
1 31 6.381873 1 6.381873 63999937
2 31 13.101116 2 6.550558 128137025
3 31 20.242511 3 6.747504 192125825
4 31 34.876104 5 6.975221 320378881
5 31 42.993344 6 7.165557 384704641
6 31 58.488477 8 7.311060 512559553
7 31 66.733986 9 7.414887 578298241
8 31 83.219691 11 7.565426 705344641
9 31 100.092144 13 7.699396 833116993
10 31 109.707957 14 7.836283 897921153
11 31 127.931402 16 7.995713 1027298881
12 31 145.032521 18 8.057362 1155755073
13 31 154.808594 19 8.147821 1220080129
14 31 172.814601 21 8.229267 1347939137
15 31 194.071345 23 8.437885 1504741505
16 31 209.592204 25 8.383688 1604172161
17 31 225.217436 26 8.662209 1689805249
18 31 241.080217 28 8.610008 1798176001
19 31 260.462314 30 8.682077 1925731777
20 31 279.896889 32 8.746778 2057407681
21 31 299.390837 34 8.805613 2183954049
22 31 319.993294 36 8.888703 2312674241
23 31 338.452080 38 8.906634 2443790529
24 31 357.754259 40 8.943856 2589050689
25 31 391.826673 42 9.329206 2712264385
26 31 418.005480 44 9.500125 2865776769
27 31 443.800715 46 9.647842 2956513473
28 31 450.013252 48 9.375276 3083776129
29 31 469.701044 50 9.394021 3216700673
30 31 489.252284 52 9.408698 3347075969
31 31 490.018187 53 9.245626 3401696449
7014.95
