q q_max q_time hits q_time/hits k 
1 31 6.303233 1 6.303233 63999937
2 31 13.490890 2 6.745445 128033537
3 31 20.091940 3 6.697313 192286081
4 31 34.598507 5 6.919701 320439617
5 31 42.804889 6 7.134148 384919361
6 31 58.298130 8 7.287266 513004865
7 31 67.131172 9 7.459019 577249089
8 31 83.222334 11 7.565667 708581633
9 31 100.279635 13 7.713818 834132929
10 31 109.796390 14 7.842599 899022721
11 31 127.196560 16 7.949785 1025509057
12 31 145.619761 18 8.089987 1156668929
13 31 155.209826 19 8.168938 1219534081
14 31 175.373044 21 8.351097 1357188545
15 31 193.378338 23 8.407754 1478109505
16 31 212.254252 25 8.490170 1609394305
17 31 226.370520 26 8.706558 1675108737
18 31 243.657073 28 8.702038 1796073729
19 31 264.790484 30 8.826349 1926961281
20 31 287.907956 32 8.997124 2069774145
21 31 306.903367 34 9.026570 2188601665
22 31 328.367013 36 9.121306 2315884993
23 31 348.828073 38 9.179686 2444222017
24 31 371.491151 40 9.287279 2582634945
25 31 412.216042 42 9.814668 2720687041
26 31 415.136955 44 9.434931 2830316737
27 31 436.913834 46 9.498127 2971589697
28 31 460.203028 48 9.587563 3082044609
29 31 493.962076 50 9.879242 3214416961
30 31 514.703974 52 9.898153 3345270465
31 31 521.864053 53 9.846492 3413634305
7178.36
