q q_max q_time hits q_time/hits k 
1 31 6.576872 1 6.576872 63999937
2 31 14.246469 2 7.123234 128018369
3 31 21.308529 3 7.102843 192113153
4 31 36.875443 5 7.375089 320448577
5 31 45.753889 6 7.625648 384743617
6 31 61.351867 8 7.668983 512475905
7 31 70.458941 9 7.828771 576894401
8 31 87.662191 11 7.969290 706866689
9 31 105.921910 13 8.147839 833431489
10 31 116.037653 14 8.288404 897501633
11 31 134.420512 16 8.401282 1026905793
12 31 153.068218 18 8.503790 1155347265
13 31 163.313892 19 8.595468 1218865409
14 31 182.939219 21 8.711391 1349802113
15 31 202.705921 23 8.813301 1477097345
16 31 221.257684 25 8.850307 1605257217
17 31 234.013783 26 9.000530 1667311809
18 31 254.799154 28 9.099970 1797432065
19 31 275.559600 30 9.185320 1924287361
20 31 296.616554 32 9.269267 2054088321
21 31 317.716637 34 9.344607 2182174017
22 31 336.114585 36 9.336516 2311667009
23 31 355.941707 38 9.366887 2441398849
24 31 378.873079 40 9.471827 2611820865
25 31 400.498300 42 9.535674 2695706753
26 31 422.217591 44 9.595854 2824068737
27 31 452.527187 46 9.837548 2954101441
28 31 472.913357 48 9.852362 3080384705
29 31 488.484534 50 9.769691 3215244097
30 31 507.571317 52 9.760987 3342143425
31 31 531.060372 53 10.020007 3403932865
7348.81
