q q_max q_time hits q_time/hits k 
1 31 6.732022 1 6.732022 63999937
2 31 14.040329 2 7.020164 128007681
3 31 21.367390 3 7.122463 192379265
4 31 36.635153 5 7.327031 321067201
5 31 45.548164 6 7.591361 385090305
6 31 61.532163 8 7.691520 512660289
7 31 70.507217 9 7.834135 576767233
8 31 87.692259 11 7.972024 705774337
9 31 106.385631 13 8.183510 834413761
10 31 115.459093 14 8.247078 897925505
11 31 134.420438 16 8.401277 1026631873
12 31 154.020386 18 8.556688 1166704577
13 31 163.007757 19 8.579356 1220214337
14 31 182.369837 21 8.684278 1347783425
15 31 202.729782 23 8.814338 1487362753
16 31 222.619986 25 8.904799 1627747585
17 31 234.073201 26 9.002815 1670104001
18 31 256.946668 28 9.176667 1821137281
19 31 277.585257 30 9.252842 1957459521
20 31 294.923662 32 9.216364 2057948353
21 31 317.711272 34 9.344449 2204836097
22 31 336.300711 36 9.341686 2322893569
23 31 358.279092 38 9.428397 2447748033
24 31 374.651514 40 9.366288 2575467393
25 31 401.322993 42 9.555309 2709067137
26 31 428.665185 44 9.742391 2842089217
27 31 443.667063 46 9.644936 2956424449
28 31 472.593411 48 9.845696 3080073857
29 31 486.595697 50 9.731914 3227812033
30 31 503.441099 52 9.681560 3342280577
31 31 518.617488 53 9.785236 3403196481
7330.44
